x,y,z
1.4256763433947686,2.569585319646079,9.773196007347316
3.0240168849868088,5.138288907580754,9.613059229596406
2.8866292287581965,1.7055711311515558,7.289923529209442
1.5129078752883127,4.323351479206295,7.150762295155156
2.9916473835409203,3.3757655305714893,4.962963501823118
1.5765094704097826,5.998329217953209,4.856113374573582
4.338832344903686,2.5569331422111867,9.616499552605253
5.973837844727727,5.135779669576994,9.737504739170397
5.882055256936578,1.604830485852986,7.327969480843142
4.418467181257352,4.343852783709672,7.106776926782019
6.04365933528678,3.340910997129216,4.822499610725969
4.42472776898869,6.0223490053041475,4.853353354195709
7.301939519082165,2.522990445770399,9.621582266289641
8.921929756672808,5.042039242528714,9.64640558238131
8.8860963866473,1.795089704628072,7.188891318110997
7.444835350716717,4.172311488589359,7.252780070268516
8.906934343761865,3.357925381944143,4.919267716980465
7.345959687928905,5.931194524868352,4.763325478805419
10.331998718871148,2.5985087579491646,9.792300113677515
11.756074217722228,5.030943724750172,9.634469936603843
11.869022313198839,1.69906584459774,7.173176908357872
10.220809143879384,4.286220759311324,7.356542895457504
11.729960675745758,3.4558922637570055,4.701524848438626
10.246267885829933,6.006501155889536,4.968016487086675
13.135455809418314,2.643068031843303,9.687020428901336
14.739556035405222,5.176832254993057,9.646334415937712
14.720073776152098,1.6512264613498728,7.112680819187257
13.277914395920325,4.218679998301483,7.325079120120556
14.769421338187968,3.3343075318811395,4.695146415937598
13.343695727316618,5.974964277530206,4.7674760546459725
16.27798433603136,2.5380670168273873,9.685566702258113
17.60288364729071,5.063999528226376,9.570812414457004
17.671792058486457,1.6872505403540972,7.2349519765666415
16.29924464745774,4.2171247160297725,7.197932584446406
17.672739196044226,3.4171312967836087,4.897011207840756
16.241138534717944,6.012737764138992,4.871166979262758
19.202697995385797,2.4838481370217353,9.651181961320972
20.648541788801104,5.179132589199274,9.713202030635124
20.677929812183798,1.6593611476149865,7.3031174168187265
19.206792959836633,4.265945451041402,7.252560489246291
20.571262722416602,3.4222675685461947,4.687658773341925
19.209885128925965,6.0383115374882514,4.7901986810063235
22.095884995226783,2.6231048279110287,9.689630959042422
23.563472332660417,5.128565859365889,9.66072621934783
23.604237702413513,1.764588993281178,7.25338495043729
22.124444991158178,4.206888191515351,7.191581020265215
23.56696719220563,3.4266933633805685,4.700259637948082
22.207315561474008,5.940235181277433,4.783267930300326
25.16379803110597,2.6060713280298224,9.83922929788875
26.583518055150734,4.988592711613449,9.621355336630026
26.586514456128853,1.7022711928011816,7.243614427190812
25.047197608171,4.317701192197783,7.208116636907795
26.589817403067496,3.396981373612076,4.84996233835449
25.08694588060536,5.929858924054134,4.887743795833192
28.021346423772012,2.5584881695012536,9.63149559528625
29.55568256104611,5.0634073554214085,9.651958252637002
29.527604799765207,1.5918138034762395,7.24756196941339
28.132196078551605,4.297316153592736,7.198469480315845
29.563778977846482,3.409464539233855,5.027725683037333
28.088438322184793,5.922057241739125,4.909744018010921
31.045276381143797,2.6349493531848367,9.596244707711243
32.46065893787293,5.100510286411909,9.690654550904544
32.367064072034125,1.6828685728452408,7.274105061189183
30.94705854977392,4.172729469615673,7.244248711922779
32.46656981054899,3.3957854197786492,4.808604852829394
30.97459409655223,6.011170331266236,4.787620267507343
1.542790875701443,7.6716884714182845,9.569239120070952
2.9714680605294292,10.283859182285147,9.619823392426499
3.0618660796238566,6.80149235086804,7.267021526211424
1.4682942786282382,9.43575907665214,7.329136192136928
3.0278088122217284,8.532841287347278,4.8877295208047835
1.5588781411112924,11.095154871223494,4.857443262748187
4.37107366808344,7.652143134142585,9.704454737851986
5.870223156882228,10.282459467134606,9.637891394689781
5.780625769562388,6.840395735888984,7.20594299977763
4.436174247150353,9.312160360224075,7.1104944924843565
5.833647022634988,8.56978381272767,4.756310073661581
4.38131667342133,11.09232237589313,4.731752848828775
7.34582153336364,7.760330613921928,9.522028918056318
8.870080945656545,10.29353839160901,9.656716600657091
8.882474237486297,6.846812807237197,7.220464212633154
7.25070678383442,9.405385113246743,7.322450495399632
8.766460885515945,8.555271034577789,4.796960884754316
7.417152722190901,11.133283513182537,4.833319354628392
10.264523010962161,7.525527542284324,9.589862135007815
11.826134250741116,10.207982787914034,9.597591883624474
11.708743375734525,6.784251852872437,7.171574468256916
10.34723075190193,9.370692509372237,7.135802016239181
11.804667081668232,8.484297288565543,4.727586078274933
10.36200441443677,11.117536978543521,4.7961842550045795
13.29869035657593,7.685690448914841,9.691254093278324
14.853981788224182,10.201801201806834,9.57907227744604
14.660065167020555,6.693044049083295,7.157357226381643
13.331427595668963,9.42499278412144,7.276661603595026
14.716698962910614,8.529602201182794,4.794043562382601
13.270155137631555,11.176664474927986,4.834185524514596
16.203015594370253,7.686863374539827,9.73322767550886
17.687443325409127,10.125697003181145,9.694749991300178
17.79519284024619,6.85221758157205,7.24181464923843
16.132008076644794,9.368571428873427,7.323837601422508
17.613443145205757,8.50596201507361,4.7339210131519085
16.20846458170175,10.982949557526304,4.80263615096313
19.164321623461294,7.657919117986501,9.654367161238023
20.627395726680216,10.150902319975438,9.624477661190081
20.73105569309555,6.782635611236935,7.2293397190762505
19.091787720198184,9.414941333644268,7.320554385374773
20.78087896645205,8.49091603962315,4.828688837605225
19.201685034155453,10.94516625162235,4.894790726534267
22.054947035659733,7.5829883803216545,9.626694630665025
23.583201762051388,10.183113099410617,9.603686366128914
23.661080344945084,6.822537876929863,7.278226565018314
22.141816043858533,9.376191445557572,7.21244398298141
23.61696752136774,8.535707956381772,4.835823709124176
22.210605954722787,11.074822492827304,4.8140022764185115
25.147373661234962,7.6808058295219785,9.72245019317584
26.564546284937013,10.24576329615887,9.590357843616783
26.568114042945457,6.814064641869397,7.228578644130987
25.1066651378122,9.254891813439265,7.2113024006891635
26.567534512071127,8.563482755537542,4.782785617954815
25.13233282252998,11.088678316638854,4.838558039264362
28.036601949797397,7.822843243602401,9.648008910034616
29.59143271981816,10.13428151644147,9.760602514522729
29.48079449359919,6.817750398175484,7.290660928674307
27.95922839020987,9.412170180625258,7.1784371183425355
29.474236949345833,8.46480307321325,4.829030525184346
28.068473838141163,10.983540425677162,4.843386264505982
