Fx,Fy,Fz
-0.10069771795175775,0.15756789248391248,-0.16559556590748511
-0.08568196307217055,0.5033366850091815,-0.045899537905855776
-0.6856493778792417,-0.0941332709857227,-0.002364751724640035
0.0838462216898572,-0.5208256444380056,0.5248456431075024
-0.4375673250449184,-0.024628022210130232,-0.3352056554385619
0.4547482214582624,0.3629453794433589,0.032990761566166524
0.3584829521302755,-0.3669092055487041,0.41236222559203317
-0.7065931714858543,0.16663960765657013,0.08847585427483232
0.42767603054292197,-0.1137202079216063,0.162957194332932
-0.28750752055217205,0.49651531595543297,-0.1866307484826356
0.4480619766369952,0.06644467619363846,-0.22118718446909308
-0.13713093028532858,-0.29141155475007186,0.11107036879711633
0.06083654452074825,0.15693952743305634,-0.16965741401716733
-0.5062782569697476,-0.22998978157613903,0.04282649386083701
0.3510407283183199,0.009340869790355555,-0.30373157512326926
-0.0782492386794342,-0.08604082028590702,0.3879697281729464
-0.19205628010965434,0.20365669473240283,0.038776744683074724
-0.2629302215095204,0.15532604323958857,-0.07178063069242299
0.5563623428544987,0.006938169582757155,0.20585065060004426
0.39120620333775163,-0.3666975538547537,0.1678204192321127
-0.6028011541785525,-0.23709477442722549,-0.4293729397482937
0.06883435171418821,-0.3222389494073023,-0.20474896545688184
0.13710849831191627,0.03954649249091163,-0.2938149003073434
-0.6583103967646031,-0.036075755410866876,-0.006166362925775527
-0.1829126022067585,0.13017740200331068,1.1860377394147907
-0.3606875931632063,-0.4288891121741156,-0.053625988118159176
0.1443510183744929,-0.1765434576423449,-0.9769623766279198
0.48241838453077424,0.7377670732995777,-0.5032578293340685
0.3752950879479183,0.31475022519659396,0.3148810638747376
0.676016280085981,0.20949996519936742,0.27405609420226995
-0.3231067239466236,0.7882740780088315,0.29557749853328813
-0.23642088842472692,-0.4201204933079829,-0.4749702792450327
-0.038627364560011354,0.0986187763987641,-0.39595442741724624
0.17022412480038515,-0.4256501687914632,0.1713051089093664
0.18186943941700262,0.3612619672637259,0.261620064518023
0.22597468590027672,-0.4899934663076437,-0.26170371978941914
0.7669467885148479,0.21469247877330147,-0.24457523726936015
0.6140464662873689,-0.4452751537918878,-0.27560232493547326
-0.15587875799448836,-0.0699173768705186,0.579563846584165
-0.25534918297058207,0.26826883327070705,0.054729597229878045
0.3200312207922623,0.3639693118179755,-0.12140631438040059
