x,y,z
2.598581743544708 nm,0.05627875928418268 nm,-12.712216700686731 nm
1.2517735986345713 nm,1.8251554917851582 nm,-2.7546299525515363 nm
2.6910898452004766 nm,2.119018371583335 nm,-2.325553836259242 nm
0.6129899288287479 nm,1.3066284334599478 nm,-5.680865205742788 nm
2.6695624389560617 nm,0.7965803179635473 nm,-1.1018584899778525 nm
0.4368101642597997 nm,1.3473586059620448 nm,-1.1246530574635434 nm
2.338465543657019 nm,1.763643188704023 nm,4.343129601681879 nm
0.663952287351627 nm,2.98258205978237 nm,9.58412730108219 nm
2.754607964844704 nm,1.3788223936171902 nm,13.749432883867374 nm
2.329713281778015 nm,2.592324360875521 nm,1.615174108720304 nm
1.677284047391689 nm,0.7138456761210543 nm,3.1607992250364707 nm
1.3188008166890484 nm,0.8814472674835315 nm,0.2574288928136476 nm
1.5452890954124632 nm,0.3274822524252083 nm,11.469077484795656 nm
1.9095172025965579 nm,2.01706224763269 nm,3.141020957013219 nm
0.6341719358980532 nm,2.079298105916276 nm,7.684669413956202 nm
0.6425376700818509 nm,2.0813508638138383 nm,6.1436450065505515 nm
0.7194633726670143 nm,0.18942094847546279 nm,2.7455959506086574 nm
0.9746408607373951 nm,0.6181824383955807 nm,0.9937903933182279 nm
1.0408800114717642 nm,2.4768141344836834 nm,4.854060735094311 nm
2.4961948750743206 nm,2.4458572751866194 nm,1.906599864449654 nm
0.4032877105476016 nm,2.443073022222896 nm,2.3746152861385768 nm
0.6086358656079538 nm,0.9592776414197046 nm,2.034771680591455 nm
2.5515905319609953 nm,1.1305470876532968 nm,0.795118773328102 nm
0.08293923633167262 nm,1.4662706491148132 nm,-0.33494418421795613 nm
2.1700244502980817 nm,1.1375668214209695 nm,2.230822197188567 nm
1.7515745324777212 nm,2.989808009718013 nm,0.5474956483947183 nm
0.6950567843408066 nm,1.0952740093199052 nm,-0.42241986746884425 nm
1.537792082693278 nm,1.1755775441697003 nm,0.37779898414928104 nm
1.1310749233614164 nm,1.6149371950311764 nm,-0.7345159958786085 nm
1.1366336134370412 nm,0.8156735553286909 nm,-0.2968793909287928 nm
1.348871397341355 nm,1.6125343122061602 nm,1.0747372116925715 nm
1.237580518183388 nm,2.4492292115792447 nm,-0.7918358769772302 nm
0.6219872060423319 nm,3.0640833179555895 nm,0.7984447504853674 nm
1.2182384003615903 nm,1.135102936101809 nm,0.0969488967903464 nm
1.8767583660445113 nm,0.31643855242861074 nm,0.7742891840407093 nm
1.357353083409267 nm,0.5810816160722595 nm,-0.6074083403227876 nm
1.8738467420592906 nm,0.2902024460526534 nm,1.981260847334502 nm
1.9118689861395954 nm,1.5196412075549501 nm,1.3110506818893148 nm
1.4426310074543711 nm,0.9109918322118727 nm,-0.3959178879759522 nm
2.2432715296501406 nm,1.3774217617280047 nm,0.09990257414347667 nm
1.1081208721082947 nm,2.8812304064876932 nm,-0.4997193270016988 nm
1.511816848475112 nm,1.2025208309748932 nm,-0.28148976504801293 nm
0.7857251266623364 nm,1.2817575010132833 nm,-0.6172314648197332 nm
2.2206056027589396 nm,0.8664312658250108 nm,0.44359006679525453 nm
1.4912355509244895 nm,0.3107572997812359 nm,-0.35184103618028834 nm
1.5358271730150008 nm,1.0429793923638875 nm,0.08970817564274129 nm
1.3519407400083652 nm,0.28914947317928047 nm,-0.27053379221409213 nm
1.6675887516955303 nm,0.39855522887564226 nm,-0.008202111239959594 nm
0.9788174815404622 nm,0.26321206118607604 nm,-0.6656370882409937 nm
2.193272204119708 nm,0.9407491703966415 nm,0.6945284988685261 nm
0.6693821110905003 nm,0.6696882046347961 nm,-0.3447384402272439 nm
1.6485106136621366 nm,1.6275963545937313 nm,-0.043805099435308074 nm
1.7650708678701883 nm,1.4698307623160618 nm,0.05889830626698657 nm
1.6558945380560708 nm,0.6167293797186383 nm,0.4345602012523177 nm
1.3644348344065669 nm,1.8156225481221508 nm,-0.8141403604344464 nm
2.2204802978403393 nm,1.2240917880107745 nm,0.5319405147439756 nm
0.8954704172011008 nm,2.8855351624658834 nm,-2.490966149750255 nm
1.0794488248810878 nm,1.7283363799672558 nm,-0.3508800429766289 nm
0.3352897127672336 nm,0.5666414571025362 nm,-1.0674949023919966 nm
1.1467132671528393 nm,2.2078786486083235 nm,0.3444230205219103 nm
1.1523846024761768 nm,0.6619576106246207 nm,-0.49159131289063374 nm
2.586429265256126 nm,1.8871917698523377 nm,-0.24146805066457497 nm
1.827044053360741 nm,1.2094634485410427 nm,-0.10380159574823328 nm
0.6608887120264542 nm,2.3678651370840744 nm,0.007113587017505172 nm
1.7618080209163551 nm,0.3973361080176315 nm,0.47522099849613886 nm
0.31215773935571806 nm,1.5193897525244415 nm,-0.5925804967509939 nm
0.8276191689711411 nm,2.164168742092154 nm,0.6758261442328637 nm
2.272211226724529 nm,2.780325756885785 nm,-0.6317253643796001 nm
0.11207692200765065 nm,1.6976955297042353 nm,0.02169197584470986 nm
0.07728078565859632 nm,1.8354296842398712 nm,-0.7255791779135089 nm
1.1575325921075388 nm,1.19170532237417 nm,-0.21942642192252163 nm
0.9707622316852835 nm,0.9074065008576039 nm,-1.287237965874957 nm
0.5465314244245604 nm,2.654071448171389 nm,-0.29807836235651436 nm
1.3191592140069581 nm,1.0788524779826385 nm,0.43371343261142975 nm
1.431924505667537 nm,2.3105852386375143 nm,2.365564857777031 nm
1.4047840290078486 nm,1.302613026481443 nm,-0.3013680149719913 nm
1.3246885485371314 nm,0.8824593813393282 nm,0.376250331859184 nm
1.345379949080856 nm,1.1602211655202148 nm,-0.007657523662674754 nm
2.1022320830654317 nm,2.2642243832621243 nm,0.6675733206373673 nm
1.3541005244317947 nm,1.6303322448089212 nm,1.230513863762422 nm
0.6503757349963943 nm,2.2528390851873907 nm,0.7245496199600011 nm
0.7610920577308846 nm,0.7918829574438575 nm,0.9012820093527373 nm
1.2137876019833744 nm,1.1622655894894887 nm,0.49484124446613154 nm
1.270136968715165 nm,0.8629452364795491 nm,0.37180709067713935 nm
1.428287936724826 nm,2.4879129481864926 nm,-1.0260985379369238 nm
0.9336278617470394 nm,1.7991920737195342 nm,0.6106157414047828 nm
1.2683719448686064 nm,0.19969399395146906 nm,-0.3640539378186592 nm
1.1178041795161409 nm,1.0230019874481977 nm,-0.24331579475195841 nm
0.911579587472107 nm,0.9632789512412638 nm,-0.4076903849549702 nm
1.7166508645863 nm,1.2749862476968887 nm,-0.5505331528557139 nm
1.2653671808708815 nm,1.7057714569568025 nm,0.30875561626953335 nm
0.7231893370274598 nm,1.1235795590915676 nm,0.13253453793539757 nm
1.4613920341140976 nm,1.3253094899744324 nm,-0.09629478870477311 nm
0.9460262218254972 nm,0.9799659101206297 nm,-0.059257656263642905 nm
1.3584052370039863 nm,0.7251167312852669 nm,0.06141868626702798 nm
1.941110303961796 nm,1.074261421800306 nm,0.586103828364241 nm
1.402186647072538 nm,2.4979216775988817 nm,-0.2652852056420058 nm
1.1029914369719256 nm,1.3958919375117573 nm,1.1009707125708361 nm
1.3803670557688885 nm,1.52522962344262 nm,-0.9570148712299767 nm
1.5866552040469815 nm,1.1735354229926653 nm,-0.011811080248037415 nm
1.5392180802894035 nm,0.8901171368914904 nm,-0.33350260473494886 nm
1.199824383764389 nm,0.8914272423994144 nm,-0.33020137220675033 nm
1.3733278719975583 nm,1.7636671509582573 nm,0.4793239348740187 nm
1.4810560178610677 nm,1.6934888963207269 nm,1.0541361248599797 nm
1.213805565893238 nm,2.008585940826808 nm,0.18047091560792766 nm
1.6167457876003668 nm,1.955265480777063 nm,0.2626326397508911 nm
2.0548575234061306 nm,2.635210702634254 nm,0.38800458481686984 nm
0.9909040849221054 nm,1.26586417667487 nm,0.3302888458147394 nm
1.537451546477941 nm,1.044769874061222 nm,1.1526078328030311 nm
1.5685096074409108 nm,1.2778374864647926 nm,1.3123375335673257 nm
1.124446708900599 nm,1.438348625379209 nm,0.5978217857940745 nm
1.400632570844153 nm,1.034683751872168 nm,1.1697021430672658 nm
0.8185553916705676 nm,2.935773856333258 nm,0.3126112665554613 nm
