x,y,z
0.41697489081086214 nm,1.9894610950855491 nm,-9.616769886815746 nm
1.396070048925123 nm,0.551252953616683 nm,-1.8146576067628688 nm
2.0727843142698044 nm,0.05910612721512917 nm,-3.154616765456774 nm
2.6987393686006524 nm,1.3649269493263467 nm,-5.273728906387687 nm
1.090537652050825 nm,2.3266979060072153 nm,-5.195988033773375 nm
2.31038038209845 nm,1.0877083691488676 nm,-4.048284238208646 nm
2.6730644248371322 nm,2.9047655394066707 nm,-6.363511925148763 nm
1.936072715274432 nm,0.5703467146079337 nm,-6.959774392500522 nm
0.05544022713953659 nm,0.832726456497002 nm,-5.143767277682041 nm
0.12276703772198441 nm,1.2571783026522603 nm,-3.3457911938985223 nm
2.5011604126294347 nm,2.680685889170276 nm,-3.1919960037709143 nm
1.890866770734688 nm,1.7475548907569778 nm,-3.8103061725964724 nm
3.2335544306658726 nm,2.556406507380173 nm,-4.990779959521908 nm
0.7272258042062836 nm,0.06979009726273327 nm,-2.5277928518920985 nm
0.9552546748723115 nm,0.8149399894821358 nm,-3.6227217999704395 nm
0.6750257237306161 nm,0.4612744545263386 nm,-4.281904851939244 nm
2.438033788370052 nm,2.3006778207307326 nm,-2.1226676652063894 nm
1.7479282544425243 nm,1.3943073268374866 nm,-1.4760812825785816 nm
2.0172922792084256 nm,0.6682168852399414 nm,-3.492189487799412 nm
0.6294256364824807 nm,1.9565319574559579 nm,-4.460114810949768 nm
0.3795148773912209 nm,3.0505132911107506 nm,-1.3152946218076327 nm
0.10883180931712802 nm,0.41621928033380134 nm,-3.0178276351106383 nm
0.5563872249453559 nm,2.407043643734695 nm,-1.5830229853051485 nm
1.5996834270478921 nm,2.343663727046309 nm,-0.7579647722982236 nm
0.6779471726028166 nm,1.0119522245325434 nm,-2.228306732189752 nm
1.1668562345987206 nm,0.6951035822241735 nm,-2.2437963340169453 nm
0.9618826844479941 nm,1.3546369369629154 nm,-1.3501516368169804 nm
0.8866427812874884 nm,1.148267831571543 nm,-1.4338236175134307 nm
0.5645741409048672 nm,1.0112686159690996 nm,-1.0164568600854593 nm
0.7775515157763682 nm,1.510278290657256 nm,0.445248914215864 nm
0.7922539491236003 nm,0.2236551114098072 nm,-1.2841808348177113 nm
0.8154717799438382 nm,0.5750631858975098 nm,-2.154240434281991 nm
1.9303287924246266 nm,1.4675777893202124 nm,-2.3246061089007 nm
0.8903566096269556 nm,1.4212099494599875 nm,-1.802804779583201 nm
0.1552638807635247 nm,1.3581072951849689 nm,-1.0950325458144705 nm
0.5678815306805848 nm,1.6744680033181287 nm,-0.38060503792504796 nm
2.016739845671213 nm,0.09677538043053965 nm,-2.798609628794047 nm
0.5068252111900825 nm,0.6613141172005516 nm,-1.401021677524582 nm
2.1923393486996474 nm,2.5158783916215555 nm,-4.870716983366656 nm
1.9671790114936998 nm,2.6552819102404657 nm,-1.0270061130347978 nm
0.8845737391719863 nm,2.395958041198872 nm,-1.8129700207364643 nm
0.8747845042547235 nm,2.0687149508756364 nm,-0.033300635889898456 nm
1.785178691548385 nm,1.8001485696232082 nm,-3.0437777606987284 nm
0.3554354562674247 nm,1.0531190239797694 nm,-1.4660181832697294 nm
