x,y,z
2.270901664475087 nm,2.1786803743898524 nm,-31.944145695568604 nm
1.322677889083783 nm,0.6059455555867119 nm,-18.82468021182773 nm
1.0832260732387498 nm,2.0034691404188787 nm,-6.595569991259339 nm
1.794580334105249 nm,1.8356132702953039 nm,-12.413932806794374 nm
2.0864321683056484 nm,2.317391920313653 nm,-2.79201354916846 nm
2.370921093531278 nm,1.3395930108819554 nm,-4.007407147268899 nm
2.77718894577332 nm,0.8520611909781692 nm,-2.5549374518871057 nm
1.4257421155922654 nm,0.9495492168087077 nm,-0.6405045185184652 nm
1.970978480200574 nm,0.5794829005992267 nm,-1.5038630377865052 nm
1.010909075770533 nm,3.0177525345497984 nm,-5.337974805994158 nm
2.479379701091556 nm,1.7877399463093615 nm,-1.0552752649551236 nm
1.00005591435869 nm,1.8685328195962154 nm,-1.3004597614609876 nm
0.5517746791027267 nm,2.052842396540595 nm,1.0030275760938836 nm
1.5102932826917217 nm,0.9528315051602241 nm,0.43574373918028675 nm
2.268198008087712 nm,1.513021505081255 nm,1.388839413415902 nm
1.9778829247779268 nm,1.054155506283689 nm,-0.22251483725424004 nm
2.410717867130119 nm,1.1527868673192252 nm,1.044809978502504 nm
0.9141110558661133 nm,1.9531169099012804 nm,0.27693347850576894 nm
1.0122832980399874 nm,0.9228719388839294 nm,1.2733433445591955 nm
1.1285693927849516 nm,1.6968664601880528 nm,4.434474904971627 nm
1.8919214945035432 nm,0.6092036566546346 nm,1.7196281404057263 nm
2.2179407141901244 nm,1.1868812438920606 nm,1.7250763736721888 nm
1.2015945272970217 nm,2.3946754327303394 nm,1.3153850845641388 nm
1.4532977641701195 nm,0.9236111370967097 nm,0.9728317689990758 nm
0.28858187794915724 nm,0.5335876371374229 nm,3.194832366480495 nm
0.7378869256012726 nm,1.644456101746463 nm,2.191767855432632 nm
1.2642510984027457 nm,0.24573381520173765 nm,3.334600546935283 nm
1.715593462101897 nm,0.3686679834868629 nm,2.1721591385243393 nm
1.3758723258141607 nm,0.11247051856813806 nm,1.1381377060360214 nm
1.437214487443101 nm,0.30882341316007766 nm,0.49280709957024516 nm
0.5171221848041071 nm,0.9169963933517602 nm,3.7214943435728607 nm
1.154197091965612 nm,1.076448160648603 nm,1.5728751032367083 nm
1.4803010472906304 nm,1.3282134889723158 nm,4.560854579253583 nm
1.3367386343038925 nm,1.113372038828781 nm,2.116798507597714 nm
0.9415334984742092 nm,1.6426989417080204 nm,1.0605044220341895 nm
0.6436092731663376 nm,2.482011820856842 nm,0.18988764713577944 nm
1.5412384551464275 nm,2.144814768135733 nm,4.007652576491528 nm
0.9942199993321833 nm,1.6890839319815942 nm,-0.34500523015783807 nm
0.5526293960623833 nm,0.3521695318111304 nm,2.67750062274669 nm
1.1841933538012026 nm,1.345479680698805 nm,1.3587644487423791 nm
1.5810584182053304 nm,1.892584902283841 nm,0.7157159303454096 nm
1.3993224346167612 nm,1.5622149035001023 nm,0.0593239950007865 nm
0.8948702179568901 nm,2.919266627357567 nm,2.367473765711768 nm
1.301476085394938 nm,1.1132876340817819 nm,1.5662224283949948 nm
0.7052521784064546 nm,0.12883383260687375 nm,0.9232352489258263 nm
1.0396577979931594 nm,0.9688645442577466 nm,1.3840743977522134 nm
1.4726137026934258 nm,2.684215734974007 nm,1.1450648815246327 nm
1.751718401756582 nm,1.321295982640681 nm,0.39470017506838784 nm
1.2314261831549134 nm,0.3368975411264511 nm,1.7649875670813024 nm
1.474765157739115 nm,1.3082461075671896 nm,1.0317459468616217 nm
0.8785813243972811 nm,1.971667506638827 nm,1.0923987181853632 nm
1.3017423865735411 nm,0.4696542183899577 nm,1.6816891856050167 nm
1.669825197086945 nm,2.674913630568369 nm,0.5195894540463415 nm
1.7321100404513843 nm,1.3191979593207883 nm,1.2000081437578296 nm
1.6581705356678922 nm,0.14723484713013404 nm,1.457612321630971 nm
2.2674046953844695 nm,0.956613520427607 nm,1.4290798383755428 nm
0.7271090261484576 nm,2.5132635252053146 nm,0.09087875033833315 nm
1.4237823977391013 nm,1.5419541208030632 nm,1.3125528469209715 nm
2.184620156360395 nm,0.9766195121350854 nm,-0.11857350612471862 nm
