x,y,z
0.3886169612414958 nm,2.5770568071997784 nm,-28.350655738838032 nm
2.231015814105531 nm,1.9707932411019191 nm,-10.072725349075293 nm
1.7870072484725892 nm,2.438318975158258 nm,-6.426065789495593 nm
0.4920258121571238 nm,1.6872947299998118 nm,-15.079460500757484 nm
1.834278863751105 nm,1.7619882596349399 nm,-3.0848121284746055 nm
0.6291098522190952 nm,0.23100995000201788 nm,-3.1208028663683436 nm
2.953567741478682 nm,2.855202107057392 nm,1.4065270041997984 nm
1.9531743206842949 nm,0.13309840320214444 nm,3.899846490831609 nm
2.0490826122724073 nm,2.6012385744671764 nm,3.636177021102239 nm
0.08804435959190768 nm,3.0657336861229925 nm,2.3469432542734063 nm
2.477029815509662 nm,1.9505532225121245 nm,2.7624210298355685 nm
0.816137211536672 nm,1.2891592550978128 nm,2.6602278213925015 nm
0.29338826137033014 nm,1.852592090611628 nm,6.611367235658303 nm
1.8102439789189981 nm,0.43149190081517075 nm,4.59991543280397 nm
1.0978718043394227 nm,0.16502789420310246 nm,4.549378499523035 nm
1.6549187071623068 nm,0.4708457367304668 nm,3.462785323715516 nm
3.0392278576827936 nm,0.22962264972129548 nm,2.5082994922103046 nm
2.2314162743958827 nm,0.8086439829512524 nm,2.3156821334695756 nm
1.3181321644613364 nm,2.8547375483943576 nm,3.854979360242778 nm
1.468751238630841 nm,0.568361641026229 nm,3.0583618719870453 nm
1.2480466071567335 nm,0.09415154539058168 nm,3.6567123306009 nm
1.4034270464991772 nm,0.8593946052052751 nm,3.946820091960526 nm
1.8181416841880413 nm,0.4700105516201852 nm,2.176880551074914 nm
1.622970057201027 nm,1.2927978137787706 nm,1.5088340530638409 nm
1.8405672795763257 nm,2.0660992019563698 nm,4.279824612866394 nm
1.8003322707052214 nm,1.4194962799539597 nm,2.6002167011850057 nm
1.0912674244948384 nm,1.5770258614868082 nm,3.6866957281885284 nm
1.8986921891410358 nm,0.711036031301928 nm,2.468693111101329 nm
2.341163530025174 nm,0.020507048718868673 nm,1.2686914151953488 nm
2.0366489835165154 nm,0.7218656456341628 nm,0.8224953407171312 nm
2.353134617664525 nm,0.8698220856340495 nm,4.5053547949596995 nm
2.6942461479427977 nm,0.12756089901117476 nm,3.151002248525674 nm
1.1936766970723587 nm,0.1555018294359282 nm,2.7719336857948336 nm
2.41636947055273 nm,0.3748372037840481 nm,2.2432760312488216 nm
2.026336078680191 nm,3.0404426195609777 nm,1.5466694010107336 nm
2.09441302283111 nm,0.9984375715683531 nm,0.7242994572344923 nm
3.027539963829369 nm,0.4090808884365629 nm,2.0876086609605427 nm
1.7311144223116472 nm,1.1705202908086145 nm,1.9120158195239902 nm
2.143582286661385 nm,0.5577566390607929 nm,0.5335961937836714 nm
1.7563058650399146 nm,0.6873289503290558 nm,2.1593034950575087 nm
1.5868482316930597 nm,0.7631231156522599 nm,0.7585130061018158 nm
2.146801954460203 nm,1.06784709202985 nm,0.8129828712872511 nm
3.0072708338427763 nm,0.35976465265162144 nm,3.4931333528248967 nm
1.8179844909352743 nm,1.0325063460537383 nm,1.9895087111564025 nm
2.2674582759888984 nm,3.0047879125865276 nm,1.334492046809502 nm
2.6551013985999803 nm,1.085321469661847 nm,1.8294432593519472 nm
2.008218164672883 nm,0.6938763057671204 nm,0.42781032894130544 nm
2.292982936587376 nm,0.9502995336878755 nm,0.35686843247931005 nm
1.8540540170263957 nm,1.482287660112548 nm,1.4155734165439362 nm
2.147959994229723 nm,1.3071223420899658 nm,2.061536421953762 nm
1.7411278015010065 nm,0.7765222346810722 nm,1.9887435032651497 nm
2.112543759731824 nm,0.7772418335002329 nm,0.8646994172541478 nm
2.545883890626395 nm,0.279801398833686 nm,0.5693974677300478 nm
1.51201380380756 nm,0.46971060112443497 nm,0.4035137218123535 nm
2.272033470741613 nm,2.3249042854932838 nm,3.967676107220242 nm
2.0510376421182968 nm,1.2166966865420457 nm,1.6223926756261897 nm
1.248689115665387 nm,2.961980023822262 nm,1.6428088296424503 nm
1.4732336232566554 nm,0.34306353244308807 nm,1.8645425758532355 nm
2.364989878353347 nm,2.0832950375564976 nm,0.17150254233337647 nm
