x,y,z
3.2473137343310343 nm,3.0679280620668243 nm,0.7229792525288972 nm
0.1476087509437608 nm,0.2556150982375997 nm,0.7231440981537994 nm
0.147550270642067 nm,2.9825906862783795 nm,0.4820406934003998 nm
3.247150959913206 nm,0.17047899815843653 nm,0.4819503871273855 nm
0.14754145526376344 nm,0.08509251712040605 nm,0.24081704345560606 nm
3.247100983728991 nm,0.34080806478427195 nm,0.24100695563708874 nm
0.29517014232819455 nm,3.067684035546703 nm,0.7232463903444661 nm
0.4427224522665354 nm,0.25581409469976574 nm,0.7230159994016322 nm
0.44282961340156 nm,2.982344803436138 nm,0.48210931457422 nm
0.2952813091434092 nm,0.17073949189797175 nm,0.48191899203333205 nm
0.4427395820099673 nm,0.08526313381847772 nm,0.24074875579977295 nm
0.29537729202069113 nm,0.3408450664496428 nm,0.24097057616234552 nm
0.5904276756137447 nm,3.067482356898287 nm,0.7232112426348558 nm
0.7381172384083187 nm,0.2558780718011476 nm,0.7230227081575789 nm
0.7380431103817046 nm,2.9820417352974564 nm,0.48215672211947214 nm
0.5903980359291279 nm,0.17101319513023067 nm,0.4818498692012325 nm
0.7380026397096877 nm,0.08526601816205981 nm,0.24074603686899987 nm
0.5903617987467042 nm,0.34083215558767943 nm,0.24098502832586186 nm
0.8857211983784135 nm,3.0678340561171336 nm,0.7233223984812502 nm
1.0332648183396758 nm,0.25563487553098446 nm,0.7231825108669883 nm
1.0332566602163755 nm,2.981707927687886 nm,0.48199438668480926 nm
0.8855122999878182 nm,0.1711354314093323 nm,0.4820484088396244 nm
1.0331478960363163 nm,0.08530934536527766 nm,0.24070711316258608 nm
0.8856589621519778 nm,0.3408556597531073 nm,0.24093277294287915 nm
1.1807830693858674 nm,3.0679648098904053 nm,0.7233264968669108 nm
1.3284162826636017 nm,0.25563990248317287 nm,0.7230918336310905 nm
1.328461070741616 nm,2.9814603117244918 nm,0.4820702180055988 nm
1.180815954576382 nm,0.171529138349698 nm,0.48198182588824556 nm
1.3284797797884658 nm,0.08539439615712112 nm,0.24053644486251874 nm
1.180819595254806 nm,0.34085853661760623 nm,0.24098854472963627 nm
1.4761128335766203 nm,3.06779371331241 nm,0.723414637140616 nm
1.6236545583044941 nm,0.25568714818377675 nm,0.7230734876704495 nm
1.6236885365375668 nm,2.981161515487174 nm,0.4820748476083976 nm
1.475983590230575 nm,0.1717393313298185 nm,0.4819425726819846 nm
1.6236359536239604 nm,0.08542421783247824 nm,0.24050815652396845 nm
1.4760787441350356 nm,0.3407966203498645 nm,0.24093051330901988 nm
1.7712732837154297 nm,3.067718558119775 nm,0.7235263247361791 nm
1.9186318461642788 nm,0.2562764886212472 nm,0.7230689752185436 nm
1.919003492152873 nm,2.9808798278642623 nm,0.4822726545343261 nm
1.7712317457256976 nm,0.17200383000500308 nm,0.4820186498414189 nm
1.918899538964045 nm,0.08547027180761885 nm,0.24025151020459867 nm
1.7713414554936522 nm,0.3408853457195315 nm,0.2408555998250142 nm
2.0663573266100186 nm,3.066536528964118 nm,0.7236932730502761 nm
2.2143123492863466 nm,0.2565387091511477 nm,0.7230517948519849 nm
2.214022092929597 nm,2.980518098293593 nm,0.48234539472934257 nm
2.0664942699805993 nm,0.1724216861561337 nm,0.4815250599034225 nm
2.2141064640617816 nm,0.08543265343309524 nm,0.240306703181425 nm
2.0665273017270005 nm,0.3407995968398746 nm,0.2408587093240595 nm
2.361636008294534 nm,3.0670542009386925 nm,0.7236582575910144 nm
2.509258866039549 nm,0.2563021745427047 nm,0.7230432116559415 nm
2.509304186704684 nm,2.9803404323161424 nm,0.4821863265934613 nm
2.3617437151879135 nm,0.17254914577098115 nm,0.4817473992770837 nm
2.5093586330225595 nm,0.08545795505661952 nm,0.24021025099026172 nm
2.3616873342381317 nm,0.34081896591041594 nm,0.2409210893932015 nm
2.6569059015934116 nm,3.067056735498589 nm,0.7238465177123505 nm
2.8047609533447124 nm,0.2560156083265816 nm,0.7231631744241166 nm
2.804448516172032 nm,2.980010214557284 nm,0.48215888175424704 nm
2.6568394322205116 nm,0.17274319678977296 nm,0.4817768606530722 nm
2.804440569599296 nm,0.08554660112589604 nm,0.24006320535616987 nm
2.6569547841090273 nm,0.34078671601325566 nm,0.2410036256538295 nm
2.9521795152376384 nm,3.0679509772891853 nm,0.7239499427779871 nm
3.09969097558211 nm,0.255532910894535 nm,0.7229704092737193 nm
3.1008085708162416 nm,2.9809726346724834 nm,0.48251347330633143 nm
2.9520753236636494 nm,0.17293413895962426 nm,0.48201347187263066 nm
3.099797270747281 nm,0.08560671582681968 nm,0.24000967607162768 nm
2.9521978379006333 nm,0.34089019870636544 nm,0.24090277860809725 nm
3.2470317545750507 nm,0.5113386084488306 nm,0.7231504502869681 nm
0.14787936233855833 nm,0.7663624780245772 nm,0.7230654314674204 nm
