x,y,z
3.2473801164417324 nm,3.0679858501819353 nm,0.7231143648076512 nm
0.14761541651390156 nm,0.2556466418260748 nm,0.7231504469996141 nm
0.14759731050639555 nm,2.982760853035332 nm,0.4820937141072304 nm
3.2473818470911655 nm,0.17044872657717927 nm,0.4820822171543494 nm
0.14759665854657103 nm,0.0852074650830148 nm,0.2410210302905437 nm
3.247386445358092 nm,0.3408800016076192 nm,0.2410581554489377 nm
0.2951921213371147 nm,3.067983693305828 nm,0.7231656080651723 nm
0.4428192642591 nm,0.25566438342079584 nm,0.7231220220936156 nm
0.4428460568244895 nm,2.9827511204249704 nm,0.48209063568341937 nm
0.2951981412886803 nm,0.17045324471188686 nm,0.48208937789654593 nm
0.44281810441373487 nm,0.08523214451882563 nm,0.24102112048546906 nm
0.295205809963102 nm,0.3408892519057118 nm,0.24104905964052029 nm
0.5904410905673502 nm,3.067979189071087 nm,0.7231394480439178 nm
0.7380410362317211 nm,0.25567866651680066 nm,0.7231235190919539 nm
0.7380577773929935 nm,2.9827309918192912 nm,0.4821041716093931 nm
0.5904321854194428 nm,0.17047228319073082 nm,0.48208860830240613 nm
0.7380397422622832 nm,0.08522804520351374 nm,0.24103802109415154 nm
0.5904231236963632 nm,0.34088870948674105 nm,0.2410537482011578 nm
0.8856757901522223 nm,9.52727113551432e-6 nm,0.7231542396304916 nm
1.0332598526202386 nm,0.25566233229013097 nm,0.7231658226109606 nm
1.0332680199658257 nm,2.982701459529748 nm,0.48208520086092854 nm
0.8856232558399528 nm,0.1704736697014466 nm,0.48210589352023164 nm
1.0332385636080437 nm,0.08523238410379985 nm,0.24104515877016117 nm
0.8856599307468095 nm,0.34089559651282886 nm,0.24104104421972258 nm
1.1808537612563943 nm,1.1893225861253572e-5 nm,0.7231377844767715 nm
1.3284791923462604 nm,0.2556592230049401 nm,0.723143333872512 nm
1.3284770279729299 nm,2.982691798776395 nm,0.48210412799403085 nm
1.1808622882478932 nm,0.17053148685082334 nm,0.48207835702258167 nm
1.3284846525040572 nm,0.08524570546367245 nm,0.241018804285165 nm
1.1808631971058918 nm,0.34089587144632705 nm,0.24105481191368408 nm
1.476099321157733 nm,5.720910468956148e-6 nm,0.7231416425747383 nm
1.6236911560685805 nm,0.2556482493513191 nm,0.7231379342915257 nm
1.6236996456466561 nm,2.982669703399797 nm,0.4820971522077712 nm
1.4760670017614648 nm,0.17053250856782087 nm,0.4820825814561294 nm
1.6236864965445754 nm,0.08524556276569578 nm,0.24102820291551877 nm
1.4760907942525368 nm,0.34088029141726195 nm,0.2410402714634695 nm
1.7713022390249034 nm,1.5240964596745675e-5 nm,0.7231596333844476 nm
1.918926587421577 nm,0.25567102621711485 nm,0.7231339495886634 nm
1.9189212042522525 nm,2.982647020817594 nm,0.4821002852229733 nm
1.7712933432802307 nm,0.1705501566455776 nm,0.4821022228238532 nm
1.9189167096004542 nm,0.08524689542682774 nm,0.24097944955980066 nm
1.7713207805540876 nm,0.3408997917385887 nm,0.24102046200591298 nm
2.0664875468921102 nm,3.0679771274605896 nm,0.7231746441098499 nm
2.2141283302361 nm,0.2556595456002126 nm,0.7231264109588416 nm
