t,KE,PE,TE
0.0,14.459797004770921,0.0,14.459797004770921
0.010000000000000002,14.455138605329928,0.008814902202788672,14.463953507532718
0.020000000000000004,14.44117200166453,0.03524313621060251,14.476415137875131
0.030000000000000006,14.417922958912778,0.07923532063978118,14.49715827955256
0.04000000000000001,14.385434356233999,0.14070927449022202,14.52614363072422
0.05,14.343766092860058,0.2195501987982716,14.56331629165833
0.06000000000000001,14.292994956881484,0.31561093033963283,14.608605887221117
0.07,14.23321445708192,0.4287122667727058,14.661926723854627
0.08000000000000002,14.164534618222472,0.5586433624415245,14.723177980663996
0.09000000000000001,14.08708174026488,0.7051621938880167,14.792243934152896
0.1,14.000998122108204,0.8679960939558715,14.868994216064076
0.11000000000000001,13.906441750498423,1.0468423532040543,14.953284103702476
0.12000000000000002,13.803585954853196,1.241368887187372,15.044954842040568
0.13,13.69261902882495,1.4512149680027273,15.143833996827677
0.14,13.573743819504573,1.6759920183487242,15.249735837853297
0.15000000000000002,13.447177285244619,1.915284466193792,15.36246175143841
0.16000000000000003,13.313150023155151,2.168650658006659,15.481800681161811
0.17000000000000004,13.171905767397163,2.4356238283626404,15.607529595759804
0.18000000000000002,13.02370085946703,2.7157131236056635,15.739413983072696
0.19000000000000003,12.868803691731628,3.0084046771172623,15.87720836884889
0.2,12.70749412553609,3.3131627336245377,16.020656859160628
0.21000000000000002,12.540062885265913,3.6294308198605667,16.169493705126477
0.22000000000000003,12.366810929800742,3.9566329587846183,16.323443888585363
0.23000000000000004,12.188048802849767,4.294174924467639,16.482223727317404
0.24000000000000005,12.004095963707153,4.6414455346520205,16.645541498359172
0.25,11.815280100010828,4.997817977911534,16.813098077922362
0.26,11.621936424128728,5.362651172254814,16.98458759638354
0.27,11.424406954833556,5.735291151946196,17.159698106779754
0.28,11.223039785959653,6.1150724792548266,17.338112265214477
0.29000000000000004,11.018188343764232,6.501319677785063,17.519508021549296
0.30000000000000004,10.810210634739304,6.893348684000166,17.70355931873947
0.31000000000000005,10.59946848564058,7.29046831350621,17.889936799146792
0.32000000000000006,10.386326777515155,7.691981738639158,18.078308516154316
0.33000000000000007,10.17115267552079,8.09718797387371,18.2683406493945
0.3400000000000001,9.954314856336426,8.50538336555988,18.459698221896307
0.35000000000000003,9.736182734965595,8.91586308249371,18.652045817459303
0.36000000000000004,9.517125692732318,9.327922603826986,18.845048296559302
0.37000000000000005,9.297512308262338,9.740859200838315,19.038371509100653
0.38000000000000006,9.07770959323153,10.153973409111515,19.231683002343047
0.39000000000000007,8.858082234647789,10.566570487692752,19.42465272234054
0.4,8.638991845412997,10.977961861841429,19.616953707254424
0.4100000000000001,8.420796224887619,11.387466546035865,19.808262770923484
0.42000000000000004,8.203848631152114,11.794412543947706,19.99826117509982
0.43,7.988497066627051,12.198138222170599,20.18663528879765
0.44000000000000006,7.7750835786773385,12.597993654547768,20.373077233225107
0.45,7.563943576785545,12.993341934034081,20.557285510819625
0.4600000000000001,7.355405167835146,13.383560449108494,20.738965616943638
0.47000000000000003,7.14978851099648,13.768042121849408,20.917830632845888
0.4800000000000001,6.947405193656719,14.146196604881027,21.093601798537748
0.49000000000000005,6.748557629780173,14.517451434517415,21.266009064297588
0.5,6.553538482026853,14.88125313753149,21.434791619558343
0.5100000000000001,6.362630108895801,15.2370682891065,21.599698398002303
0.52,6.176104038095238,15.584384519650635,21.76048855774587
0.5300000000000001,5.994220467274208,15.922711468283158,21.91693193555737
0.54,5.817227793180526,16.251581680943872,22.068809474124397
0.55,5.645362170237288,16.570551451212335,22.215913621449626
0.56,5.478847099455633,16.879201602077163,22.358048701532795
0.5700000000000001,5.317893048524468,17.1771382070326,22.49503125555707
0.5800000000000001,5.162697103839325,17.46399324905306,22.62669035289239
0.5900000000000001,5.013442655151969,17.739425216129543,22.75286787128151
0.6000000000000001,4.870299113440628,18.00311963223245,22.873418745673074
0.6100000000000001,4.733421662517484,18.254789522715516,22.988211185233
0.6200000000000001,4.602951044805868,18.494175813341368,23.097126858147234
0.6300000000000001,4.479013381634538,18.721047662278917,23.200061043913458
0.6400000000000001,4.361720028310783,18.935202724586492,23.29692275289727
0.65,4.251167464147913,19.136467348863363,23.387634813011275
0.6600000000000001,4.147437217536494,19.32469670592078,23.472133923457275
0.67,4.050595826062399,19.49977484948988,23.55037067555228
0.6800000000000002,3.9606948315887345,19.661614709154428,23.622309540743164
0.6900000000000001,3.8777708101331783,19.810158015858637,23.68792882599182
0.7000000000000001,3.8018454362874303,19.94537516051083,23.74722059679826
0.7100000000000001,3.732925581841483,20.06726498636182,23.800190568203302
0.7200000000000001,3.6710034481925846,20.17585451600007,23.846857964192655
0.7300000000000001,3.6160567320372685,20.271198613966213,23.88725534600348
0.7400000000000001,3.5680488237647467,20.353379586141155,23.921428409905904
0.75,3.526929037891747,20.42250671721724,23.949435755108986
0.7600000000000001,3.4926328748024393,20.478715747709636,23.971348622512075
0.77,3.465082312982856,20.522168292107708,23.987250605090562
0.7800000000000001,3.4441861308672195,20.553051199906985,23.997237330774205
0.79,3.4298402573440847,20.571575861399683,24.00141611874377
0.8,3.421928149903299,20.577977460223543,23.999905610126845
0.81,3.420321199340731,20.572514174805566,23.9928353741463
0.8200000000000002,3.424879159876581,20.555466330940813,23.980345490817395
0.8300000000000001,3.435450603485066,20.52713550787114,23.962586111356206
0.8400000000000001,3.451873397178499,20.487843600329064,23.939716997507567
0.8500000000000001,3.473975201937386,20.43793183910931,23.9119070410467
0.86,3.501573991930247,20.37775977282721,23.879333764757458
