x,y,z
3.2473849998716924 nm,3.067682602639607 nm,0.7227599390824884 nm
0.1477527381115403 nm,0.2556806710065184 nm,0.722843009261816 nm
0.14758975746306274 nm,2.9824324384005685 nm,0.4816579147711506 nm
3.247035066276101 nm,0.17044590707915197 nm,0.4816447408126003 nm
0.14758229036418782 nm,0.08510487429383867 nm,0.24082418970140138 nm
3.246914736488885 nm,0.3407440410854528 nm,0.24080014704893327 nm
0.29515245674159774 nm,3.0677825584614755 nm,0.7228639239785832 nm
0.4426499545170482 nm,0.2555352811246356 nm,0.72274438202717 nm
0.4426969070991783 nm,2.9820036697207293 nm,0.4817700083267311 nm
0.2954287262011081 nm,0.17082795381738616 nm,0.48175871992249353 nm
0.44268180300446086 nm,0.08527305627296225 nm,0.24066300416896189 nm
0.29547456267634553 nm,0.34087104548925073 nm,0.2407012490911364 nm
0.5903411536464436 nm,3.0674204717963405 nm,0.7231320327094655 nm
0.7379246255296111 nm,0.2559763830728172 nm,0.7227735751590565 nm
0.7380481788749127 nm,2.9815513574880748 nm,0.482035100229701 nm
0.5904060861472177 nm,0.17130651594121254 nm,0.48168468758239635 nm
0.7379957158810263 nm,0.08526738389563038 nm,0.240651056546744 nm
0.5903470461411701 nm,0.3408774976138369 nm,0.24086940011533464 nm
0.8856031746096102 nm,3.0668163194001576 nm,0.723288880337937 nm
1.033340779170483 nm,0.2563225025851194 nm,0.7228844268730981 nm
1.0331192416715584 nm,2.9811407665418272 nm,0.4821610207674312 nm
0.885709155941897 nm,0.17190575981430564 nm,0.4815133387118623 nm
1.0331604451166043 nm,0.08542440715817051 nm,0.24063622777557625 nm
0.8855706677579853 nm,0.34086874347330826 nm,0.24077802977791907 nm
1.1807719671377839 nm,3.067009374654552 nm,0.7234366730835412 nm
1.3283576463972775 nm,0.2562368605255342 nm,0.7228628751341207 nm
1.3285130461845347 nm,2.98070608935292 nm,0.4820405856167961 nm
1.1807558585815279 nm,0.1721225336095402 nm,0.48162431859405824 nm
1.3284118136653154 nm,0.08538039777598944 nm,0.2406940443561683 nm
1.1808871277006057 nm,0.34074371196331527 nm,0.2408205614455032 nm
1.47590068198644 nm,3.0667685411262657 nm,0.7235980766872121 nm
1.623450935088834 nm,0.25672495367828657 nm,0.7229733584914908 nm
1.6237205323090151 nm,2.980249815549377 nm,0.4822289536594121 nm
1.4759982171171355 nm,0.17263210541654536 nm,0.4815468478832776 nm
1.623581611811721 nm,0.08552834749102095 nm,0.24058514906557027 nm
1.4759373448842599 nm,0.3408250020788217 nm,0.24078655615938005 nm
1.7712150092292664 nm,3.065844438416593 nm,0.7237648790928738 nm
1.9191408880251093 nm,0.2569971074885156 nm,0.7230254552389536 nm
1.9187680405669054 nm,2.9797523921524043 nm,0.48238622295108224 nm
1.7712915823587814 nm,0.17296980488369157 nm,0.4811837516210229 nm
1.9187663501627714 nm,0.08569346305227334 nm,0.24072524366842854 nm
1.7712279184157076 nm,0.3407091980840895 nm,0.24072398041597728 nm
2.066455422542121 nm,3.066384825171354 nm,0.7238620677887071 nm
2.214224474927877 nm,0.2565467532104035 nm,0.7228651957801208 nm
2.21404285652626 nm,2.979399570868377 nm,0.4821716031759262 nm
2.0663913634220705 nm,0.1733171383542919 nm,0.4814074924451827 nm
2.214089482059169 nm,0.08566142459222914 nm,0.24056325913769158 nm
2.0664344099410066 nm,0.3407667913415034 nm,0.24077220159618815 nm
2.361656542153737 nm,3.066941168956188 nm,0.7239623782217208 nm
2.5086662916030544 nm,0.2571125777933716 nm,0.7229694582992955 nm
2.5095077118371263 nm,2.978926565419128 nm,0.48246541058364933 nm
2.361595605329018 nm,0.17363778332765448 nm,0.4816476323434416 nm
2.5092848313567306 nm,0.08575624534718122 nm,0.2405383183349044 nm
2.3617460514112762 nm,0.3407445821038226 nm,0.24089453476694325 nm
2.6569525965673613 nm,3.064921977982703 nm,0.7242290002708658 nm
2.804880671295098 nm,0.25776201268639665 nm,0.7231101430591402 nm
2.804366605354655 nm,2.9785124535553464 nm,0.48264942760228263 nm
2.6569359846310987 nm,0.17432235297853912 nm,0.4809353710934694 nm
2.804563740496092 nm,0.08586289846789859 nm,0.240705323617645 nm
2.656936850344101 nm,0.3407700125609556 nm,0.24092347740652828 nm
2.9521084377861655 nm,3.065725937142573 nm,0.724319130995072 nm
3.100465576353027 nm,0.25636976752077506 nm,0.7229573248469703 nm
3.1011588731520114 nm,2.980075481256224 nm,0.48288829144399836 nm
2.95214767334729 nm,0.1744703810571545 nm,0.48123482874662493 nm
3.100094781615865 nm,0.08585096042609985 nm,0.23999636998501434 nm
2.9522879841628504 nm,0.34086822641411324 nm,0.24083422578479816 nm
