x,y,z
7.363304565554763e-6 nm,3.0678927935894533 nm,0.7230904578148822 nm
0.14766153281987043 nm,0.25568656654977534 nm,0.7231124420472242 nm
0.14759993191237258 nm,2.9827210838663065 nm,0.4820063138051608 nm
3.2473374190310977 nm,0.17044912713682944 nm,0.4820299894468444 nm
0.14759411216533128 nm,0.08522157208696546 nm,0.24105791702382745 nm
3.247325481157868 nm,0.34086679836363376 nm,0.24104960618976856 nm
0.29522728626622213 nm,1.076769276846833e-5 nm,0.7230925768241625 nm
0.44280722981262005 nm,0.25558677906276767 nm,0.7230730647760275 nm
0.4428072746080911 nm,2.98265300586424 nm,0.4820320660174738 nm
0.2952303623690284 nm,0.17049205996668768 nm,0.4820695664047113 nm
0.4427946905994562 nm,0.08524889385695954 nm,0.24098841806161386 nm
0.29521603927465406 nm,0.34091541889707755 nm,0.24100372594558933 nm
0.5904126693050191 nm,3.0679711357219435 nm,0.7231597755364785 nm
0.7380250289963202 nm,0.25565083630581226 nm,0.7230753510992037 nm
0.7380575250329341 nm,2.9825746257157433 nm,0.4820889530598027 nm
0.5904393554493705 nm,0.17057131689959337 nm,0.4820778820263539 nm
0.7380403419878344 nm,0.08522776809333638 nm,0.2409774560770829 nm
0.5904157415722829 nm,0.3409159477312907 nm,0.2410648339267672 nm
0.8856484469619534 nm,3.067871793860112 nm,0.7231846305590255 nm
1.033288846997349 nm,0.2557103307352088 nm,0.7231115980382229 nm
1.0332246963614125 nm,2.982515954110911 nm,0.4821055843537334 nm
0.8856901295448527 nm,0.17070018027597672 nm,0.48205165235304404 nm
1.0332357567661008 nm,0.08527453770340998 nm,0.24096644169197234 nm
0.885634726087475 nm,0.34091320103846856 nm,0.241023225712645 nm
1.1808454944393287 nm,3.067979979536423 nm,0.7232105408494651 nm
1.3284448837707024 nm,0.2556323723093103 nm,0.7230970533023763 nm
1.3285070549840423 nm,2.9824465818010513 nm,0.4820397913105181 nm
1.18083903463759 nm,0.17069623295386976 nm,0.48209178454195883 nm
1.3284665583488466 nm,0.08524005019529252 nm,0.24098411540978737 nm
1.1808915696765494 nm,0.340863099871351 nm,0.2410348103533501 nm
1.4760272112799613 nm,3.0679678852125365 nm,0.7232388211550681 nm
1.6236440647132555 nm,0.2557087414173561 nm,0.7231329622295575 nm
1.6237123292930844 nm,2.982365966762091 nm,0.4820672384722949 nm
1.4760669448540493 nm,0.1707974295524723 nm,0.4820790393863469 nm
1.6236654466428257 nm,0.08528084996537061 nm,0.2409344924703957 nm
1.4760425937123998 nm,0.34089402768025784 nm,0.2410151924949686 nm
1.771283923783713 nm,3.067786337156788 nm,0.7232633990231552 nm
1.918981872370494 nm,0.25573866397251543 nm,0.723145708078957 nm
1.9188798362927153 nm,2.9822725265931735 nm,0.4820964100178724 nm
1.7713138438332312 nm,0.17081270260324327 nm,0.4819958476954764 nm
1.9188688455113803 nm,0.08533088042160733 nm,0.24098546166805193 nm
1.7712883800844865 nm,0.34084841498828455 nm,0.24098509630678977 nm
2.066509624098297 nm,3.067962633720869 nm,0.7232655111464814 nm
2.2140953439042756 nm,0.25567181154178414 nm,0.723079293125409 nm
