vx,vy,vz
-0.007979044106629361,0.008727214060994793,-0.01505867763158044
-0.0007115329016611471,0.001231784511707184,0.002328698409271061
0.005325387165767698,0.006640646415322752,0.006139279228463154
0.006797704514978832,0.009142062016572108,0.006154780136686049
0.01074010426996258,0.01887489964998816,-0.015497450448560122
0.004588118248685341,-0.0004117091237834796,-0.0004167651145554222
0.001095578003198057,-0.004397227556650706,-0.007416640920528585
-0.001969279288446992,0.0035238263159811933,-0.005020599504899857
0.0016877687682130727,0.003354040047290391,0.017288568285754966
0.0028639397594047316,-0.0002970108504441478,0.019726547292852142
0.009694083903999638,0.007555452668159018,-0.016352109277950565
-0.012832753053061885,0.007223184924196853,-0.0034510494143845448
0.015072489031972683,-0.012643171446967812,-0.003772829114663704
-0.0019856338745145876,0.010830236165887587,0.007682893397713561
0.0033152649072260955,-0.001678342818631843,-0.01386865111736997
0.00044013037687140404,-0.001406446571441975,0.0027121337598632837
-0.009079568673309496,-0.003987071854281556,0.013373114799079914
0.0043695813549741724,-0.00469079440039815,0.0026316733851956785
0.00549579775425506,0.016849711322427262,-0.008980234699118574
0.00867894204233844,0.002491594201009416,0.0014986533859336945
-0.0054461029491758,0.008362498885740824,0.0031912088196525447
-0.014909747718469729,0.00997270389288128,-0.0008040743572855149
0.00874102559209399,-0.004583088281960358,0.004634008586691441
-0.008179746675444688,0.019868613422757038,0.0018754116386183956
0.00825752619708496,-0.0023993416893426513,0.0012258140875181286
0.008368429358536203,-0.005909516295558496,-0.002657492008233866
0.007622545323760409,-0.010883527193992267,-0.008366885079584786
0.0039027589157834643,0.003004291637368069,0.0017767817029587449
0.014006682703674236,0.006168253714096024,-0.005686486031983442
0.00538684096480393,0.003021838550687564,-0.00943176173416177
-0.00811826142987714,0.005798475184052654,-0.0035313978261938953
-0.0012461794521459112,-0.004928176248101787,-0.009577714690762342
-0.00186400483331379,-0.015585022635362128,-0.007858874313696307
0.005611986784171322,-0.0011634235428290753,-0.011799161258437054
0.005511708405378362,-0.0022398083084525216,0.024888072119085603
-0.011455134005001416,-0.008414195094301639,-0.0037324773161470912
-0.008457222443380466,-0.00454253759607126,-0.003916100721683711
0.0011427020941723665,-0.02215489009898448,0.0020674157844492915
0.009006966152576977,-0.007830704006655176,-0.005089287574402513
0.01306717817515745,-0.004893995474771214,-0.006415983969344246
-0.005770671825102795,-0.0012076792731448773,-0.008676525183924916
-0.003512651985859155,-0.015116185684751425,-0.009498602970459777
-0.013278671283581792,0.0047257337569597095,0.0022780009214861774
-0.0015066232879180868,-0.0005307963179368075,-0.00021231559325206374
-0.0038755481451069455,0.007958944944087746,0.0040443154047639426
-0.003498080201074235,0.003001894766209507,-0.0023241102950364453
-0.0024625126767667863,-0.0038230829855701027,0.00025746435423846094
-3.6944278815421174e-5,0.008570817443376526,0.003834598555652824
0.007078086813878275,0.014443577315322427,-0.007315577608049672
0.004697790123658564,-0.005304859237415565,-0.004574271952847513
0.0012608274251047914,-0.0010085686550728912,-0.011204474414000616
-0.0044379651209693755,0.007549072272584745,0.002189042066098857
0.0007553808907888053,0.013693856218108128,-0.001427119696045848
-0.010617537524515906,0.003800606306825401,0.009688356794625931
-0.008145897941560102,0.0009473572413898995,-0.010378820865399756
-0.0018162995528347861,0.003598214324225843,0.006849081574245789
0.015456961103284123,0.009775521795754109,0.003621379593673686
-0.0013841949717686441,-0.0015333934422777622,-0.0071653463035447704
-0.017348887346550178,0.011167655455699161,-0.015510980633834394
-6.362377940062208e-5,-0.014373415643859314,-0.012496096885292768
0.01400952398799902,-0.010759552579223723,-0.01204521250005543
-0.010481364178034339,0.008930603670639184,0.0009574668784323566
0.0005928512695342974,0.008515487968174714,0.004416859145705569
-0.006790307003602742,-0.012284401120045804,-0.002594921214493553
-0.0017172719608952456,0.0023347599904480014,0.008321205580403574
-0.008268551184779767,-0.0015438251242707508,0.002979381775767128
0.0020896364804214858,0.00735593579292514,-0.0014210735311805719
-0.00993035393913877,-0.004864640978205576,-0.006292417058700966
0.0011230168112983992,0.015441664120101305,0.008286270411994501
-0.004403837635504663,0.0009821405348110132,0.009458443313400539
0.0085032324140088,-0.01855297465447681,0.0025762794579618983
-0.0066083498885924664,0.005490057665301313,0.012097588142668501
-0.0009571348574142577,0.015910545789115205,0.007529942711957645
-0.0062562308654104115,-0.009123556595124732,0.006201086783726217
0.006083900338160598,-0.003930251154347232,0.0021119808042032884
-0.00767550651975307,0.0011333895150451524,0.0026373572141468703
0.01870124100005113,0.004576675611178199,0.007237492743829153
0.0054629177638980675,0.005007176956616224,0.013675309147999588
-0.010029807206734784,-0.003026953125464158,-0.0030899832267314033
0.007438505237357083,0.012530076661507149,-0.004040765537751162
-0.004118345928910955,-0.012931614364457273,0.01834068739236757
0.005489859206899091,0.00861650027237054,0.0049017304689428914
-0.003000749935098572,0.0009864416188188425,0.001384404413579198
0.006647250558054891,0.0020235763575523645,0.0004966573671885759
0.010092739407576386,-0.00639129683277986,0.00044359537021008234
0.005664367858758432,0.0015910083513214315,0.013656324996921133
-0.0023823164267703285,-0.003074880714340373,0.010513548813640593
-0.004130555234957809,0.01017952276330968,0.0030395081912962287
8.221554461803707e-5,-0.005745028421998922,-0.014320803523604873
-0.003275464806712725,0.0041631786591725456,0.00023788158461209922
-0.0038344405383960094,-0.0030410948380225193,-0.01033046586249973
-0.003308283782099897,-3.958898857422348e-5,0.002535382300758395
0.0033270833643414717,0.0012332397661540535,0.0032084465961599324
-0.0039782099303256,0.01059709512045755,0.0013128604733761257
-0.0038324310867917906,-0.005292960051416845,0.015099355489056505
0.0047397591746568025,0.0046553058770839465,-0.008959789525880632
-0.005595856949536638,-0.01476202046187347,-0.012152394449852125
