x,y,z
0.0 nm,0.0 nm,0.7231312122000001 nm
0.1476085406 nm,0.25566549190000004 nm,0.7231312122000001 nm
0.1476085406 nm,2.9827640724 nm,0.4820874748000001 nm
0.0 nm,0.1704436613 nm,0.4820874748000001 nm
0.1476085406 nm,0.0852218306 nm,0.24104373740000007 nm
0.0 nm,0.3408873225 nm,0.24104373740000007 nm
0.2952170811 nm,0.0 nm,0.7231312122000001 nm
0.44282562170000006 nm,0.25566549190000004 nm,0.7231312122000001 nm
0.44282562170000006 nm,2.9827640724 nm,0.4820874748000001 nm
0.2952170811 nm,0.1704436613 nm,0.4820874748000001 nm
0.44282562170000006 nm,0.0852218306 nm,0.24104373740000007 nm
0.2952170811 nm,0.3408873225 nm,0.24104373740000007 nm
0.5904341623 nm,0.0 nm,0.7231312122000001 nm
0.7380427029000001 nm,0.25566549190000004 nm,0.7231312122000001 nm
0.7380427029000001 nm,2.9827640724 nm,0.4820874748000001 nm
0.5904341623 nm,0.1704436613 nm,0.4820874748000001 nm
0.7380427029000001 nm,0.0852218306 nm,0.24104373740000007 nm
0.5904341623 nm,0.3408873225 nm,0.24104373740000007 nm
0.8856512434000001 nm,0.0 nm,0.7231312122000001 nm
1.033259784 nm,0.25566549190000004 nm,0.7231312122000001 nm
1.033259784 nm,2.9827640724 nm,0.4820874748000001 nm
0.8856512434000001 nm,0.1704436613 nm,0.4820874748000001 nm
1.033259784 nm,0.0852218306 nm,0.24104373740000007 nm
0.8856512434000001 nm,0.3408873225 nm,0.24104373740000007 nm
1.180868325 nm,0.0 nm,0.7231312122000001 nm
1.328476865 nm,0.25566549190000004 nm,0.7231312122000001 nm
1.328476865 nm,2.9827640724 nm,0.4820874748000001 nm
1.180868325 nm,0.1704436613 nm,0.4820874748000001 nm
1.328476865 nm,0.0852218306 nm,0.24104373740000007 nm
1.180868325 nm,0.3408873225 nm,0.24104373740000007 nm
1.4760854060000002 nm,0.0 nm,0.7231312122000001 nm
1.623693946 nm,0.25566549190000004 nm,0.7231312122000001 nm
1.623693946 nm,2.9827640724 nm,0.4820874748000001 nm
