r,v,Nv,Nvib,Et_i,θi,θorient,vib_phase,xi,yi,mN,mO
1.113951384,0.105353508,,,,,,,,,,
1.128431284,0.153562218,,,,,,,,,,
1.146699156,0.173762671,,,,,,,,,,
1.165641789,0.166364258,,,,,,,,,,
1.182463365,0.136216946,,,,,,,,,,
1.195015313,8.99E-02,,,,,,,,,,
1.201881287,3.39E-02,,,,,,,,,,
1.202349513,-2.55E-02,,,,,,,,,,
1.196373012,-8.23E-02,,,,,,,,,,
1.184566351,-0.130407486,,,,,,,,,,
1.16824203,-0.163293613,,,,,,,,,,
1.149444812,-0.174316909,,,,,,,,,,
1.130890865,-0.158236538,,,,,,,,,,
1.11568036,-0.113818541,,,,,,,,,,
1.106695923,-4.66E-02,,,,,,,,,,
1.105795654,3.05E-02,,,,,,,,,,
1.113172377,0.1011425,,,,,,,,,,
1.127281888,0.15111777,,,,,,,,,,
1.145389905,0.173294924,,,,,,,,,,
1.164381687,0.167667974,,,,,,,,,,
1.1814256,0.138879359,,,,,,,,,,
1.194323918,9.34E-02,,,,,,,,,,
1.201610347,3.79E-02,,,,,,,,,,
1.202526303,-2.14E-02,,,,,,,,,,
1.196979844,-7.86E-02,,,,,,,,,,
1.185539334,-0.127516627,,,,,,,,,,
1.169467896,-0.161663976,,,,,,,,,,
1.150760252,-0.174381934,,,,,,,,,,
1.132092391,-0.160262572,,,,,,,,,,
1.11655376,-0.117699131,,,,,,,,,,
1.107066872,-5.17E-02,,,,,,,,,,
1.105585057,2.53E-02,,,,,,,,,,
1.112425518,9.68E-02,,,,,,,,,,
1.126151439,0.148539609,,,,,,,,,,
1.144084682,0.172694576,,,,,,,,,,
1.163112162,0.168862088,,,,,,,,,,
1.180368044,0.141463361,,,,,,,,,,
1.193605849,9.69E-02,,,,,,,,,,
1.201309183,4.19E-02,,,,,,,,,,
1.202672439,-1.73E-02,,,,,,,,,,
1.19755868,-7.49E-02,,,,,,,,,,
1.186490244,-0.124556329,,,,,,,,,,
1.170681085,-0.159933125,,,,,,,,,,
1.152075699,-0.174319266,,,,,,,,,,
1.133308687,-0.162152112,,,,,,,,,,
1.117456011,-0.121466441,,,,,,,,,,
1.107476146,-5.68E-02,,,,,,,,,,
1.105414329,2.00E-02,,,,,,,,,,
1.111711549,9.24E-02,,,,,,,,,,
1.125040941,0.145828836,,,,,,,,,,
1.142784492,0.171960674,,,,,,,,,,
1.161834047,0.16994463,,,,,,,,,,
1.179291296,0.143966749,,,,,,,,,,
1.192861468,0.10039422,,,,,,,,,,
1.200977937,4.59E-02,,,,,,,,,,
1.202787853,-1.33E-02,,,,,,,,,,
1.198109237,-7.11E-02,,,,,,,,,,
1.187418566,-0.121528774,,,,,,,,,,
1.17188084,-0.158103178,,,,,,,,,,
1.153390197,-0.174130324,,,,,,,,,,
1.134538723,-0.163904881,,,,,,,,,,
1.118386248,-0.125117662,,,,,,,,,,
1.107923323,-6.18E-02,,,,,,,,,,
1.105283649,1.47E-02,,,,,,,,,,
1.111031179,8.79E-02,,,,,,,,,,
1.12395139,0.142986728,,,,,,,,,,
1.141490345,0.171092374,,,,,,,,,,
1.160548193,0.170913672,,,,,,,,,,
1.178195973,0.146387322,,,,,,,,,,
1.192091154,0.103805869,,,,,,,,,,
1.200616765,4.98E-02,,,,,,,,,,
1.20287249,-9.18E-03,,,,,,,,,,
1.198631246,-6.73E-02,,,,,,,,,,
1.188323799,-0.118436133,,,,,,,,,,
1.173066422,-0.15617627,,,,,,,,,,
1.154702797,-0.173816609,,,,,,,,,,
1.135781466,-0.165520753,,,,,,,,,,
1.119343585,-0.128650168,,,,,,,,,,
1.108407941,-6.67E-02,,,,,,,,,,
1.105193154,9.33E-03,,,,,,,,,,
1.110385092,8.33E-02,,,,,,,,,,
1.122883773,0.140014736,,,,,,,,,,
1.140203258,0.170088947,,,,,,,,,,
1.159255461,0.171767327,,,,,,,,,,
1.177082707,0.148722883,,,,,,,,,,
1.191295301,0.107164195,,,,,,,,,,
1.20022584,5.38E-02,,,,,,,,,,
1.202926313,-5.09E-03,,,,,,,,,,
1.199124454,-6.35E-02,,,,,,,,,,
1.189205462,-0.115280572,,,,,,,,,,
1.174237108,-0.154154551,,,,,,,,,,
1.156012565,-0.17337969,,,,,,,,,,
1.137035884,-0.166999747,,,,,,,,,,
1.120327117,-0.132061516,,,,,,,,,,
1.108929504,-7.16E-02,,,,,,,,,,
1.105142939,3.98E-03,,,,,,,,,,
1.109773937,7.87E-02,,,,,,,,,,
1.121839062,0.136914486,,,,,,,,,,
1.138924253,0.168949778,,,,,,,,,,
1.15795673,0.172503758,,,,,,,,,,
1.175952148,0.150971235,,,,,,,,,,
1.190474319,0.110467079,,,,,,,,,,
1.199805347,5.77E-02,,,,,,,,,,
1.202949295,-1.00E-03,,,,,,,,,,
1.199588622,-5.96E-02,,,,,,,,,,
1.190063087,-0.112064245,,,,,,,,,,
1.175392191,-0.152040188,,,,,,,,,,
1.157318577,-0.172821205,,,,,,,,,,
1.138300944,-0.168342022,,,,,,,,,,
1.121335921,-0.135349445,,,,,,,,,,
1.109487476,-7.63E-02,,,,,,,,,,
1.105133056,-1.36E-03,,,,,,,,,,
1.109198333,7.39E-02,,,,,,,,,,
1.120818219,0.133687788,,,,,,,,,,
1.137654356,0.16767438,,,,,,,,,,
1.156652891,0.17312118,,,,,,,,,,
1.174804963,0.15313019,,,,,,,,,,
1.189628634,0.11371239,,,,,,,,,,
1.199355487,6.16E-02,,,,,,,,,,
1.202941426,3.09E-03,,,,,,,,,,
1.200023528,-5.57E-02,,,,,,,,,,
1.190896225,-0.108789298,,,,,,,,,,
1.176530979,-0.149835357,,,,,,,,,,
1.158619923,-0.172142855,,,,,,,,,,
1.139575615,-0.169547875,,,,,,,,,,
1.122369059,-0.138511877,,,,,,,,,,
1.11008129,-8.11E-02,,,,,,,,,,
1.105163517,-6.71E-03,,,,,,,,,,
1.108658865,6.91E-02,,,,,,,,,,
1.11982219,0.130336631,,,,,,,,,,
1.136394596,0.166262391,,,,,,,,,,
1.155344849,0.173617861,,,,,,,,,,
1.173641833,0.155197566,,,,,,,,,,
1.18875869,0.116897989,,,,,,,,,,
1.198876477,6.54E-02,,,,,,,,,,
1.20290271,7.18E-03,,,,,,,,,,
1.200428962,-5.18E-02,,,,,,,,,,
1.191704441,-0.105457867,,,,,,,,,,
1.177652799,-0.147542245,,,,,,,,,,
1.159915704,-0.1713464,,,,,,,,,,
1.140858871,-0.170617732,,,,,,,,,,
1.123425576,-0.141546916,,,,,,,,,,
1.110710344,-8.57E-02,,,,,,,,,,
1.105234289,-1.20E-02,,,,,,,,,,
1.108156084,6.42E-02,,,,,,,,,,
1.118851906,0.126863185,,,,,,,,,,
1.135146005,0.164713585,,,,,,,,,,
1.15403352,0.173992133,,,,,,,,,,
1.172463459,0.15717119,,,,,,,,,,
1.187864944,0.120021724,,,,,,,,,,
1.198368546,6.92E-02,,,,,,,,,,
1.202833164,1.13E-02,,,,,,,,,,
1.200804732,-4.78E-02,,,,,,,,,,
1.192487316,-0.102072076,,,,,,,,,,
1.178756992,-0.145163043,,,,,,,,,,
1.161205036,-0.170433652,,,,,,,,,,
1.142149686,-0.171552145,,,,,,,,,,
1.124504504,-0.144452845,,,,,,,,,,
1.111374002,-9.02E-02,,,,,,,,,,
1.105345297,-1.74E-02,,,,,,,,,,
1.107690505,5.92E-02,,,,,,,,,,
1.117908281,0.123269804,,,,,,,,,,
1.133909615,0.163027874,,,,,,,,,,
1.152719834,0.174242392,,,,,,,,,,
1.171270556,0.159048906,,,,,,,,,,
1.186947872,0.123081434,,,,,,,,,,
1.197831942,7.30E-02,,,,,,,,,,
1.202732821,1.53E-02,,,,,,,,,,
1.201150659,-4.39E-02,,,,,,,,,,
1.19324445,-9.86E-02,,,,,,,,,,
1.179842918,-0.14269995,,,,,,,,,,
1.162487049,-0.169406474,,,,,,,,,,
1.143447043,-0.172351788,,,,,,,,,,
1.125604864,-0.147228128,,,,,,,,,,
1.112071599,-9.47E-02,,,,,,,,,,
1.105496426,-2.27E-02,,,,,,,,,,
1.107262607,5.42E-02,,,,,,,,,,
1.11699221,0.119559025,,,,,,,,,,
1.132686459,0.161205311,,,,,,,,,,
1.151404733,0.174367103,,,,,,,,,,
1.170063854,0.160828568,,,,,,,,,,
1.186007964,0.126074953,,,,,,,,,,
1.197266925,7.68E-02,,,,,,,,,,
1.202601728,1.94E-02,,,,,,,,,,
1.201466578,-3.99E-02,,,,,,,,,,
1.193975455,-9.51E-02,,,,,,,,,,
1.180909952,-0.140155165,,,,,,,,,,
1.163760887,-0.168266774,,,,,,,,,,
1.144749926,-0.173017451,,,,,,,,,,
1.126725664,-0.149871402,,,,,,,,,,
1.112802436,-9.90E-02,,,,,,,,,,
1.105687516,-2.80E-02,,,,,,,,,,
1.106872832,4.91E-02,,,,,,,,,,
1.11610457,0.115733567,,,,,,,,,,
1.131477568,0.1592461,,,,,,,,,,
1.150089169,0.174364806,,,,,,,,,,
1.168844103,0.162508051,,,,,,,,,,
1.185045729,0.129000102,,,,,,,,,,
1.196673772,8.05E-02,,,,,,,,,,
1.202439946,2.35E-02,,,,,,,,,,
1.201752342,-3.59E-02,,,,,,,,,,
1.194679962,-9.16E-02,,,,,,,,,,
1.181957486,-0.13753089,,,,,,,,,,
1.165025709,-0.167016503,,,,,,,,,,
1.146057329,-0.173550032,,,,,,,,,,
1.127865905,-0.152381482,,,,,,,,,,
1.113565788,-0.103303297,,,,,,,,,,
1.105918368,-3.32E-02,,,,,,,,,,
1.106521584,4.40E-02,,,,,,,,,,
1.115246213,0.111796331,,,,,,,,,,
1.130283973,0.157150594,,,,,,,,,,
1.148774105,0.17423412,,,,,,,,,,
1.167612066,0.16408525,,,,,,,,,,
1.18406169,0.131854697,,,,,,,,,,
1.196052773,8.41E-02,,,,,,,,,,
1.20224755,2.75E-02,,,,,,,,,,
1.202007814,-3.18E-02,,,,,,,,,,
1.195357615,-8.80E-02,,,,,,,,,,
1.182984929,-0.134829325,,,,,,,,,,
1.166280687,-0.165657646,,,,,,,,,,
1.14736825,-0.173950536,,,,,,,,,,
1.129024576,-0.154757351,,,,,,,,,,
1.114360901,-0.107461956,,,,,,,,,,
1.10618874,-3.84E-02,,,,,,,,,,
1.106209227,3.88E-02,,,,,,,,,,
1.114417973,0.107750396,,,,,,,,,,
1.1291067,0.154919305,,,,,,,,,,
1.147460516,0.173973751,,,,,,,,,,
1.166368522,0.165558084,,,,,,,,,,
1.183056388,0.134636551,,,,,,,,,,
1.195404236,8.78E-02,,,,,,,,,,
1.202024631,3.16E-02,,,,,,,,,,
1.202232875,-2.78E-02,,,,,,,,,,
1.196008076,-8.44E-02,,,,,,,,,,
1.183991705,-0.132052668,,,,,,,,,,
1.16752501,-0.164192227,,,,,,,,,,
1.148681699,-0.174220069,,,,,,,,,,
1.130200664,-0.156998162,,,,,,,,,,
1.115186993,-0.111515411,,,,,,,,,,
1.10649835,-4.36E-02,,,,,,,,,,
1.105936087,3.36E-02,,,,,,,,,,
1.113620657,0.103599023,,,,,,,,,,
1.12794677,0.152552905,,,,,,,,,,
1.146149385,0.173582492,,,,,,,,,,
1.165114267,0.166924498,,,,,,,,,,
1.18203038,0.137343467,,,,,,,,,,
1.194728484,9.14E-02,,,,,,,,,,
1.201771293,3.56E-02,,,,,,,,,,
1.20242742,-2.38E-02,,,,,,,,,,
1.196631021,-8.07E-02,,,,,,,,,,
1.184977256,-0.129203115,,,,,,,,,,
1.168757882,-0.162622297,,,,,,,,,,
1.14999669,-0.174359829,,,,,,,,,,
1.131393145,-0.159103232,,,,,,,,,,
1.116043259,-0.115460392,,,,,,,,,,
1.106846876,-4.88E-02,,,,,,,,,,
1.105702449,2.83E-02,,,,,,,,,,
1.112855047,9.93E-02,,,,,,,,,,
1.126805201,0.15005223,,,,,,,,,,
1.144841702,0.17305923,,,,,,,,,,
1.163850111,0.168182469,,,,,,,,,,
1.18098424,0.139973247,,,,,,,,,,
1.194025853,9.49E-02,,,,,,,,,,
1.201487655,3.96E-02,,,,,,,,,,
1.202591357,-1.97E-02,,,,,,,,,,
1.197226142,-7.70E-02,,,,,,,,,,
1.185941042,-0.126282854,,,,,,,,,,
1.169978522,-0.160949936,,,,,,,,,,
1.151312251,-0.174371108,,,,,,,,,,
1.132600994,-0.161072038,,,,,,,,,,
1.116928869,-0.119293805,,,,,,,,,,
1.107233955,-5.38E-02,,,,,,,,,,
1.105508556,2.31E-02,,,,,,,,,,
1.112121899,9.50E-02,,,,,,,,,,
1.125683001,0.147418282,,,,,,,,,,
1.143538468,0.172402954,,,,,,,,,,
1.162576879,0.169330006,,,,,,,,,,
1.179918557,0.142523692,,,,,,,,,,
1.193296699,9.84E-02,,,,,,,,,,
1.201173851,4.36E-02,,,,,,,,,,
1.202724609,-1.56E-02,,,,,,,,,,
1.197793146,-7.33E-02,,,,,,,,,,
1.186882536,-0.123294071,,,,,,,,,,
1.171186165,-0.159177248,,,,,,,,,,
1.152627416,-0.17425528,,,,,,,,,,
1.133823181,-0.162904216,,,,,,,,,,
1.117842969,-0.123012737,,,,,,,,,,
1.107659186,-5.89E-02,,,,,,,,,,
1.105354612,1.77E-02,,,,,,,,,,
1.111421943,9.05E-02,,,,,,,,,,
1.124581172,0.144652238,,,,,,,,,,
1.14224069,0.171612757,,,,,,,,,,
1.161295412,0.170365158,,,,,,,,,,
1.178833939,0.1449926,,,,,,,,,,
1.19254139,0.101832061,,,,,,,,,,
1.200830028,4.76E-02,,,,,,,,,,
1.202827116,-1.15E-02,,,,,,,,,,
1.198331757,-6.95E-02,,,,,,,,,,
1.187801229,-0.120238943,,,,,,,,,,
1.172380063,-0.157306356,,,,,,,,,,
1.153941232,-0.174013798,,,,,,,,,,
1.135058674,-0.164599552,,,,,,,,,,
1.118784686,-0.126614456,,,,,,,,,,
1.108122131,-6.38E-02,,,,,,,,,,
1.105240779,1.24E-02,,,,,,,,,,
1.110755877,8.60E-02,,,,,,,,,,
1.123500705,0.141755445,,,,,,,,,,
1.140949382,0.170687841,,,,,,,,,,
1.160006566,0.171286012,,,,,,,,,,
1.177731009,0.147377771,,,,,,,,,,
1.191760311,0.105221593,,,,,,,,,,
1.200456351,5.15E-02,,,,,,,,,,
1.202898828,-7.46E-03,,,,,,,,,,
1.198841711,-6.57E-02,,,,,,,,,,
1.188696631,-0.117119638,,,,,,,,,,
1.173559482,-0.155339403,,,,,,,,,,
1.155252757,-0.173648192,,,,,,,,,,
1.136306442,-0.166157981,,,,,,,,,,
1.119753125,-0.130096413,,,,,,,,,,
1.108622313,-6.87E-02,,,,,,,,,,
1.105167176,7.09E-03,,,,,,,,,,
1.110124369,8.14E-02,,,,,,,,,,
1.122442581,0.138729429,,,,,,,,,,
1.139665561,0.169627526,,,,,,,,,,
1.15871121,0.172090702,,,,,,,,,,
1.176610407,0.149677008,,,,,,,,,,
1.190953863,0.108556915,,,,,,,,,,
1.200052996,5.54E-02,,,,,,,,,,
1.202939712,-3.38E-03,,,,,,,,,,
1.199322762,-6.18E-02,,,,,,,,,,
1.189568263,-0.113938319,,,,,,,,,,
1.174723706,-0.153278548,,,,,,,,,,
1.156561061,-0.173160063,,,,,,,,,,
1.13756545,-0.167579582,,,,,,,,,,
1.120747375,-0.13345624,,,,,,,,,,
1.10915922,-7.36E-02,,,,,,,,,,
1.10513388,1.74E-03,,,,,,,,,,
1.109528057,7.67E-02,,,,,,,,,,
1.121407768,0.135575893,,,,,,,,,,
1.138390253,0.168431249,,,,,,,,,,
1.157410227,0.172777413,,,,,,,,,,
1.17547279,0.151888116,,,,,,,,,,
1.190122463,0.111835903,,,,,,,,,,
1.199620155,5.93E-02,,,,,,,,,,
1.20294975,7.14E-04,,,,,,,,,,
1.199774678,-5.80E-02,,,,,,,,,,
1.190415668,-0.110697135,,,,,,,,,,
1.175872035,-0.15112596,,,,,,,,,,
1.157865225,-0.172551074,,,,,,,,,,
1.138834668,-0.168864573,,,,,,,,,,
1.121766504,-0.136691755,,,,,,,,,,
1.109732302,-7.83E-02,,,,,,,,,,
1.105140926,-3.61E-03,,,,,,,,,,
1.108967546,7.19E-02,,,,,,,,,,
1.120397222,0.13229672,,,,,,,,,,
1.137124484,0.167098576,,,,,,,,,,
1.156104513,0.173344381,,,,,,,,,,
1.17431883,0.154008911,,,,,,,,,,
1.189266545,0.115056421,,,,,,,,,,
1.199158037,6.32E-02,,,,,,,,,,
1.202928937,4.80E-03,,,,,,,,,,
1.200197243,-5.41E-02,,,,,,,,,,
1.191238401,-0.107398229,,,,,,,,,,
1.177003784,-0.148883821,,,,,,,,,,
1.159164344,-0.171822951,,,,,,,,,,
1.140113066,-0.170013304,,,,,,,,,,
1.122809568,-0.139800955,,,,,,,,,,
1.110340978,-8.30E-02,,,,,,,,,,
1.105188307,-8.95E-03,,,,,,,,,,
1.108443407,6.70E-02,,,,,,,,,,
1.119411883,0.128893977,,,,,,,,,,
1.135869284,0.165629201,,,,,,,,,,
1.154794979,0.1737899,,,,,,,,,,
1.173149218,0.156037213,,,,,,,,,,
1.188386557,0.118216324,,,,,,,,,,
1.198666863,6.70E-02,,,,,,,,,,
1.202877282,8.89E-03,,,,,,,,,,
1.200590253,-5.01E-02,,,,,,,,,,
1.192036034,-0.104043731,,,,,,,,,,
1.178118288,-0.146554319,,,,,,,,,,
1.160457526,-0.170977477,,,,,,,,,,
1.141399618,-0.171026256,,,,,,,,,,
1.123875607,-0.14278202,,,,,,,,,,
1.11098463,-8.76E-02,,,,,,,,,,
1.105275973,-1.43E-02,,,,,,,,,,
1.107956174,6.21E-02,,,,,,,,,,
1.118452675,0.125369911,,,,,,,,,,
1.134625687,0.164022954,,,,,,,,,,
1.153482547,0.174112329,,,,,,,,,,
1.17196466,0.157970858,,,,,,,,,,
1.187482965,0.121313459,,,,,,,,,,
1.198146871,7.08E-02,,,,,,,,,,
1.202794809,1.30E-02,,,,,,,,,,
1.200953522,-4.62E-02,,,,,,,,,,
1.192808157,-0.100635761,,,,,,,,,,
1.179214893,-0.14413965,,,,,,,,,,
1.161743893,-0.170016487,,,,,,,,,,
1.142693302,-0.171904033,,,,,,,,,,
1.124963648,-0.145633308,,,,,,,,,,
1.111662612,-9.21E-02,,,,,,,,,,
1.105403832,-1.96E-02,,,,,,,,,,
1.10750635,5.71E-02,,,,,,,,,,
1.117520504,0.121726952,,,,,,,,,,
1.133394723,0.162279806,,,,,,,,,,
1.152168152,0.174310092,,,,,,,,,,
1.170765877,0.159807691,,,,,,,,,,
1.186556251,0.124345661,,,,,,,,,,
1.197598313,7.46E-02,,,,,,,,,,
1.202681557,1.70E-02,,,,,,,,,,
1.201286877,-4.22E-02,,,,,,,,,,
1.193554374,-9.72E-02,,,,,,,,,,
1.180292968,-0.141642012,,,,,,,,,,
1.163022579,-0.168941861,,,,,,,,,,
1.143993101,-0.172647357,,,,,,,,,,
1.126072705,-0.148353358,,,,,,,,,,
1.112374242,-9.65E-02,,,,,,,,,,
1.105571749,-2.49E-02,,,,,,,,,,
1.107094396,5.21E-02,,,,,,,,,,
1.116616256,0.117967714,,,,,,,,,,
1.132177427,0.160399874,,,,,,,,,,
1.15085274,0.174381686,,,,,,,,,,
1.169553608,0.161545577,,,,,,,,,,
1.185606912,0.127310758,,,,,,,,,,
1.197021455,7.83E-02,,,,,,,,,,
1.202537579,2.11E-02,,,,,,,,,,
1.201590161,-3.82E-02,,,,,,,,,,
1.194274305,-9.37E-02,,,,,,,,,,
1.181351893,-0.139063606,,,,,,,,,,
1.164292736,-0.167755527,,,,,,,,,,
1.145298003,-0.173257064,,,,,,,,,,
1.127201785,-0.15094088,,,,,,,,,,
1.113118812,-0.100842658,,,,,,,,,,
1.10577955,-3.02E-02,,,,,,,,,,
1.10672074,4.70E-02,,,,,,,,,,
1.1157408,0.114094992,,,,,,,,,,
1.130974829,0.158383423,,,,,,,,,,
1.149537268,0.174325682,,,,,,,,,,
1.168328608,0.163182399,,,,,,,,,,
1.184635464,0.13020657,,,,,,,,,,
1.196416582,8.20E-02,,,,,,,,,,
1.202362942,2.52E-02,,,,,,,,,,
1.20186323,-3.42E-02,,,,,,,,,,
1.194967586,-9.01E-02,,,,,,,,,,
1.182391068,-0.136406633,,,,,,,,,,
1.165553527,-0.166459451,,,,,,,,,,
1.146607003,-0.173734099,,,,,,,,,,
1.128349882,-0.15339476,,,,,,,,,,
1.113895584,-0.105060809,,,,,,,,,,
1.106027016,-3.54E-02,,,,,,,,,,
1.106385768,4.18E-02,,,,,,,,,,
1.11489498,0.110111762,,,,,,,,,,
1.129787958,0.156230873,,,,,,,,,,
1.148222705,0.174140736,,,,,,,,,,
1.167091647,0.164716059,,,,,,,,,,
1.183642436,0.133030911,,,,,,,,,,
1.19578399,8.57E-02,,,,,,,,,,
1.202157727,2.92E-02,,,,,,,,,,
1.202105956,-3.02E-02,,,,,,,,,,
1.19563387,-8.65E-02,,,,,,,,,,
1.183409908,-0.133673293,,,,,,,,,,
1.166804132,-0.165055634,,,,,,,,,,
1.147919105,-0.174079509,,,,,,,,,,
1.129515985,-0.155714055,,,,,,,,,,
1.114703792,-0.109175736,,,,,,,,,,
1.106313888,-4.06E-02,,,,,,,,,,
1.106089829,3.66E-02,,,,,,,,,,
1.114079618,0.106021179,,,,,,,,,,
1.128617838,0.153942802,,,,,,,,,,
1.146910027,0.173825588,,,,,,,,,,
1.165843511,0.166144489,,,,,,,,,,
1.182628377,0.135781589,,,,,,,,,,
1.195123994,8.93E-02,,,,,,,,,,
1.201922031,3.33E-02,,,,,,,,,,
1.202318225,-2.61E-02,,,,,,,,,,
1.196272824,-8.29E-02,,,,,,,,,,
1.184407845,-0.130865783,,,,,,,,,,
1.168043747,-0.163546112,,,,,,,,,,
1.14923332,-0.17429444,,,,,,,,,,
1.130699076,-0.157897984,,,,,,,,,,
1.115542644,-0.113184065,,,,,,,,,,
1.106639868,-4.58E-02,,,,,,,,,,
1.10583323,3.14E-02,,,,,,,,,,
1.113295512,0.101826578,,,,,,,,,,
1.127465489,0.151519951,,,,,,,,,,
1.145600221,0.173379072,,,,,,,,,,
1.164585002,0.167465647,,,,,,,,,,
1.181593851,0.138456408,,,,,,,,,,
1.194436922,9.29E-02,,,,,,,,,,
1.201655964,3.73E-02,,,,,,,,,,
1.202499937,-2.21E-02,,,,,,,,,,
1.196884131,-7.92E-02,,,,,,,,,,
1.185384329,-0.127986295,,,,,,,,,,
1.16927158,-0.161932949,,,,,,,,,,
1.150548669,-0.174380129,,,,,,,,,,
1.13189813,-0.159945934,,,,,,,,,,
1.116411325,-0.117082599,,,,,,,,,,
1.107004617,-5.09E-02,,,,,,,,,,
1.105616241,2.61E-02,,,,,,,,,,
1.112543432,9.75E-02,,,,,,,,,,
1.126331924,0.148963224,,,,,,,,,,
1.144294283,0.172800116,,,,,,,,,,
1.163316936,0.168677521,,,,,,,,,,
1.180539438,0.141053168,,,,,,,,,,
1.193723119,9.64E-02,,,,,,,,,,
1.201359652,4.13E-02,,,,,,,,,,
1.202651008,-1.80E-02,,,,,,,,,,
1.197467489,-7.55E-02,,,,,,,,,,
1.186338824,-0.125037018,,,,,,,,,,
1.170486859,-0.160218234,,,,,,,,,,
1.15186418,-0.174337904,,,,,,,,,,
1.133112121,-0.161857449,,,,,,,,,,
1.117308994,-0.120868322,,,,,,,,,,
1.107407755,-5.60E-02,,,,,,,,,,
1.105439088,2.08E-02,,,,,,,,,,
1.111824124,9.31E-02,,,,,,,,,,
1.12521815,0.146273697,,,,,,,,,,
1.142993215,0.172087753,,,,,,,,,,
1.162040146,0.169778138,,,,,,,,,,
1.179465735,0.143569669,,,,,,,,,,
1.192982944,9.98E-02,,,,,,,,,,
1.201033234,4.53E-02,,,,,,,,,,
1.202771367,-1.39E-02,,,,,,,,,,
1.198022613,-7.17E-02,,,,,,,,,,
1.187270813,-0.122020133,,,,,,,,,,
1.171688825,-0.158404081,,,,,,,,,,
1.153178895,-0.174169171,,,,,,,,,,
1.134340017,-0.163632227,,,,,,,,,,
1.118234789,-0.124538395,,,,,,,,,,
1.107848866,-6.10E-02,,,,,,,,,,
1.105301957,1.55E-02,,,,,,,,,,
1.111138304,8.87E-02,,,,,,,,,,
1.124125164,0.143452618,,,,,,,,,,
1.141698028,0.171241121,,,,,,,,,,
1.160755478,0.170765562,,,,,,,,,,
1.178373357,0.14600371,,,,,,,,,,
1.192216774,0.103260729,,,,,,,,,,
1.200676864,4.92E-02,,,,,,,,,,
1.202860957,-9.83E-03,,,,,,,,,,
1.198549231,-6.79E-02,,,,,,,,,,
1.188179792,-0.118937813,,,,,,,,,,
1.172876736,-0.156492621,,,,,,,,,,
1.154491864,-0.173875418,,,,,,,,,,
1.135580786,-0.165270118,,,,,,,,,,
1.119187829,-0.128090163,,,,,,,,,,
1.108327496,-6.59E-02,,,,,,,,,,
1.105204992,1.02E-02,,,,,,,,,,
1.110486659,8.41E-02,,,,,,,,,,
1.123053953,0.140501409,,,,,,,,,,
1.140409737,0.170259469,,,,,,,,,,
1.159463794,0.1716379,,,,,,,,,,
1.177262933,0.148353091,,,,,,,,,,
1.191425001,0.106627774,,,,,,,,,,
1.200290711,5.31E-02,,,,,,,,,,
1.202919738,-5.75E-03,,,,,,,,,,
1.199047087,-6.41E-02,,,,,,,,,,
1.189065278,-0.115792225,,,,,,,,,,
1.174049866,-0.154486004,,,,,,,,,,
1.15580215,-0.173458205,,,,,,,,,,
1.136833396,-0.166771118,,,,,,,,,,
1.12016721,-0.131521154,,,,,,,,,,
1.108843151,-7.08E-02,,,,,,,,,,
1.105148294,4.84E-03,,,,,,,,,,
1.109869843,7.94E-02,,,,,,,,,,
1.122005493,0.13742167,,,,,,,,,,
1.139129363,0.169142168,,,,,,,,,,
1.158165968,0.172393306,,,,,,,,,,
1.176135111,0.150615617,,,,,,,,,,
1.190608032,0.109939718,,,,,,,,,,
1.19987496,5.71E-02,,,,,,,,,,
1.202947681,-1.66E-03,,,,,,,,,,
1.199515941,-6.02E-02,,,,,,,,,,
1.189926799,-0.112585526,,,,,,,,,,
1.175207505,-0.152386394,,,,,,,,,,
1.157108828,-0.172919157,,,,,,,,,,
1.138096814,-0.168135365,,,,,,,,,,
1.121172013,-0.134829077,,,,,,,,,,
1.109395306,-7.56E-02,,,,,,,,,,
1.105131923,-5.04E-04,,,,,,,,,,
1.109288481,7.47E-02,,,,,,,,,,
1.120980747,0.134215178,,,,,,,,,,
1.137857932,0.167888706,,,,,,,,,,
1.15686289,0.173029985,,,,,,,,,,
1.174990554,0.152789097,,,,,,,,,,
1.189766291,0.113194433,,,,,,,,,,
1.199429809,6.09E-02,,,,,,,,,,
1.202944773,2.43E-03,,,,,,,,,,
1.199955567,-5.63E-02,,,,,,,,,,
1.190763905,-0.109319863,,,,,,,,,,
1.17634896,-0.150195966,,,,,,,,,,
1.158410985,-0.172259968,,,,,,,,,,
1.139370009,-0.169363132,,,,,,,,,,
1.122201301,-0.138011825,,,,,,,,,,
1.109983395,-8.03E-02,,,,,,,,,,
1.105155897,-5.85E-03,,,,,,,,,,
1.108743164,6.99E-02,,,,,,,,,,
1.119980664,0.130883895,,,,,,,,,,
1.136596472,0.166498704,,,,,,,,,,
1.155555462,0.173546199,,,,,,,,,,
1.173829942,0.154871347,,,,,,,,,,
1.188900218,0.11638978,,,,,,,,,,
1.198955472,6.48E-02,,,,,,,,,,
1.202911017,6.52E-03,,,,,,,,,,
1.200365755,-5.24E-02,,,,,,,,,,
1.191576158,-0.105997372,,,,,,,,,,
1.177473553,-0.147916904,,,,,,,,,,
1.15970772,-0.171482386,,,,,,,,,,
1.140651953,-0.170454827,,,,,,,,,,
1.123254122,-0.141067472,,,,,,,,,,
1.110606824,-8.49E-02,,,,,,,,,,
