A0,α0,AuOcutoff,B0,β0,AuNcutoff,F0,γ0,r0_NO
4.57E+05,3.76E+00,1.00E+01,3.07E+04,3.01E+00,1.00E+01,6.39E+02,2.74E+00,1.15E+00
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
