x,y,z,N,dnn,a,aPBCx,aPBCy,aPBCz,α,β,γ
2.952170811,28.97542242,-4.820874748,,,,,,,,,
5.904341623,25.56654919,0,,,,,,,,,
7.380427029,28.12320411,0,,,,,,,,,
7.380427029,24.71433088,-2.410437374,,,,,,,,,
5.904341623,27.2709858,-2.410437374,,,,,,,,,
7.380427029,26.4187675,-4.820874748,,,,,,,,,
5.904341623,28.97542242,-4.820874748,,,,,,,,,
8.856512434,25.56654919,0,,,,,,,,,
10.33259784,28.12320411,0,,,,,,,,,
10.33259784,24.71433088,-2.410437374,,,,,,,,,
8.856512434,27.2709858,-2.410437374,,,,,,,,,
10.33259784,26.4187675,-4.820874748,,,,,,,,,
8.856512434,28.97542242,-4.820874748,,,,,,,,,
11.80868325,25.56654919,0,,,,,,,,,
13.28476865,28.12320411,0,,,,,,,,,
13.28476865,24.71433088,-2.410437374,,,,,,,,,
11.80868325,27.2709858,-2.410437374,,,,,,,,,
13.28476865,26.4187675,-4.820874748,,,,,,,,,
11.80868325,28.97542242,-4.820874748,,,,,,,,,
14.76085406,25.56654919,0,,,,,,,,,
16.23693946,28.12320411,0,,,,,,,,,
16.23693946,24.71433088,-2.410437374,,,,,,,,,
14.76085406,27.2709858,-2.410437374,,,,,,,,,
16.23693946,26.4187675,-4.820874748,,,,,,,,,
14.76085406,28.97542242,-4.820874748,,,,,,,,,
17.71302487,25.56654919,0,,,,,,,,,
19.18911027,28.12320411,0,,,,,,,,,
19.18911027,24.71433088,-2.410437374,,,,,,,,,
17.71302487,27.2709858,-2.410437374,,,,,,,,,
19.18911027,26.4187675,-4.820874748,,,,,,,,,
17.71302487,28.97542242,-4.820874748,,,,,,,,,
20.66519568,25.56654919,0,,,,,,,,,
22.14128109,28.12320411,0,,,,,,,,,
22.14128109,24.71433088,-2.410437374,,,,,,,,,
20.66519568,27.2709858,-2.410437374,,,,,,,,,
22.14128109,26.4187675,-4.820874748,,,,,,,,,
20.66519568,28.97542242,-4.820874748,,,,,,,,,
23.61736649,25.56654919,0,,,,,,,,,
25.0934519,28.12320411,0,,,,,,,,,
25.0934519,24.71433088,-2.410437374,,,,,,,,,
23.61736649,27.2709858,-2.410437374,,,,,,,,,
25.0934519,26.4187675,-4.820874748,,,,,,,,,
23.61736649,28.97542242,-4.820874748,,,,,,,,,
26.5695373,25.56654919,0,,,,,,,,,
28.04562271,28.12320411,0,,,,,,,,,
28.04562271,24.71433088,-2.410437374,,,,,,,,,
26.5695373,27.2709858,-2.410437374,,,,,,,,,
28.04562271,26.4187675,-4.820874748,,,,,,,,,
26.5695373,28.97542242,-4.820874748,,,,,,,,,
29.52170811,25.56654919,0,,,,,,,,,
30.99779352,28.12320411,0,,,,,,,,,
30.99779352,24.71433088,-2.410437374,,,,,,,,,
29.52170811,27.2709858,-2.410437374,,,,,,,,,
30.99779352,26.4187675,-4.820874748,,,,,,,,,
29.52170811,28.97542242,-4.820874748,,,,,,,,,
0,0,-7.231312122,,,,,,,,,
1.476085406,2.556654919,-7.231312122,,,,,,,,,
2.952170811,0,-7.231312122,,,,,,,,,
4.428256217,2.556654919,-7.231312122,,,,,,,,,
5.904341623,0,-7.231312122,,,,,,,,,
7.380427029,2.556654919,-7.231312122,,,,,,,,,
8.856512434,0,-7.231312122,,,,,,,,,
10.33259784,2.556654919,-7.231312122,,,,,,,,,
11.80868325,0,-7.231312122,,,,,,,,,
13.28476865,2.556654919,-7.231312122,,,,,,,,,
14.76085406,0,-7.231312122,,,,,,,,,
16.23693946,2.556654919,-7.231312122,,,,,,,,,
17.71302487,0,-7.231312122,,,,,,,,,
19.18911027,2.556654919,-7.231312122,,,,,,,,,
20.66519568,0,-7.231312122,,,,,,,,,
22.14128109,2.556654919,-7.231312122,,,,,,,,,
23.61736649,0,-7.231312122,,,,,,,,,
25.0934519,2.556654919,-7.231312122,,,,,,,,,
26.5695373,0,-7.231312122,,,,,,,,,
28.04562271,2.556654919,-7.231312122,,,,,,,,,
29.52170811,0,-7.231312122,,,,,,,,,
30.99779352,2.556654919,-7.231312122,,,,,,,,,
0,5.113309838,-7.231312122,,,,,,,,,
1.476085406,7.669964757,-7.231312122,,,,,,,,,
2.952170811,5.113309838,-7.231312122,,,,,,,,,
4.428256217,7.669964757,-7.231312122,,,,,,,,,
5.904341623,5.113309838,-7.231312122,,,,,,,,,
7.380427029,7.669964757,-7.231312122,,,,,,,,,
8.856512434,5.113309838,-7.231312122,,,,,,,,,
10.33259784,7.669964757,-7.231312122,,,,,,,,,
11.80868325,5.113309838,-7.231312122,,,,,,,,,
13.28476865,7.669964757,-7.231312122,,,,,,,,,
14.76085406,5.113309838,-7.231312122,,,,,,,,,
16.23693946,7.669964757,-7.231312122,,,,,,,,,
17.71302487,5.113309838,-7.231312122,,,,,,,,,
19.18911027,7.669964757,-7.231312122,,,,,,,,,
20.66519568,5.113309838,-7.231312122,,,,,,,,,
22.14128109,7.669964757,-7.231312122,,,,,,,,,
23.61736649,5.113309838,-7.231312122,,,,,,,,,
25.0934519,7.669964757,-7.231312122,,,,,,,,,
26.5695373,5.113309838,-7.231312122,,,,,,,,,
28.04562271,7.669964757,-7.231312122,,,,,,,,,
29.52170811,5.113309838,-7.231312122,,,,,,,,,
30.99779352,7.669964757,-7.231312122,,,,,,,,,
0,10.22661968,-7.231312122,,,,,,,,,
1.476085406,12.7832746,-7.231312122,,,,,,,,,
2.952170811,10.22661968,-7.231312122,,,,,,,,,
4.428256217,12.7832746,-7.231312122,,,,,,,,,
5.904341623,10.22661968,-7.231312122,,,,,,,,,
7.380427029,12.7832746,-7.231312122,,,,,,,,,
8.856512434,10.22661968,-7.231312122,,,,,,,,,
10.33259784,12.7832746,-7.231312122,,,,,,,,,
11.80868325,10.22661968,-7.231312122,,,,,,,,,
13.28476865,12.7832746,-7.231312122,,,,,,,,,
14.76085406,10.22661968,-7.231312122,,,,,,,,,
16.23693946,12.7832746,-7.231312122,,,,,,,,,
17.71302487,10.22661968,-7.231312122,,,,,,,,,
19.18911027,12.7832746,-7.231312122,,,,,,,,,
20.66519568,10.22661968,-7.231312122,,,,,,,,,
22.14128109,12.7832746,-7.231312122,,,,,,,,,
23.61736649,10.22661968,-7.231312122,,,,,,,,,
25.0934519,12.7832746,-7.231312122,,,,,,,,,
26.5695373,10.22661968,-7.231312122,,,,,,,,,
28.04562271,12.7832746,-7.231312122,,,,,,,,,
29.52170811,10.22661968,-7.231312122,,,,,,,,,
30.99779352,12.7832746,-7.231312122,,,,,,,,,
0,15.33992951,-7.231312122,,,,,,,,,
1.476085406,17.89658443,-7.231312122,,,,,,,,,
2.952170811,15.33992951,-7.231312122,,,,,,,,,
4.428256217,17.89658443,-7.231312122,,,,,,,,,
5.904341623,15.33992951,-7.231312122,,,,,,,,,
7.380427029,17.89658443,-7.231312122,,,,,,,,,
8.856512434,15.33992951,-7.231312122,,,,,,,,,
10.33259784,17.89658443,-7.231312122,,,,,,,,,
11.80868325,15.33992951,-7.231312122,,,,,,,,,
13.28476865,17.89658443,-7.231312122,,,,,,,,,
14.76085406,15.33992951,-7.231312122,,,,,,,,,
16.23693946,17.89658443,-7.231312122,,,,,,,,,
17.71302487,15.33992951,-7.231312122,,,,,,,,,
19.18911027,17.89658443,-7.231312122,,,,,,,,,
20.66519568,15.33992951,-7.231312122,,,,,,,,,
22.14128109,17.89658443,-7.231312122,,,,,,,,,
23.61736649,15.33992951,-7.231312122,,,,,,,,,
25.0934519,17.89658443,-7.231312122,,,,,,,,,
26.5695373,15.33992951,-7.231312122,,,,,,,,,
28.04562271,17.89658443,-7.231312122,,,,,,,,,
29.52170811,15.33992951,-7.231312122,,,,,,,,,
30.99779352,17.89658443,-7.231312122,,,,,,,,,
0,20.45323935,-7.231312122,,,,,,,,,
1.476085406,23.00989427,-7.231312122,,,,,,,,,
2.952170811,20.45323935,-7.231312122,,,,,,,,,
4.428256217,23.00989427,-7.231312122,,,,,,,,,
5.904341623,20.45323935,-7.231312122,,,,,,,,,
7.380427029,23.00989427,-7.231312122,,,,,,,,,
8.856512434,20.45323935,-7.231312122,,,,,,,,,
10.33259784,23.00989427,-7.231312122,,,,,,,,,
11.80868325,20.45323935,-7.231312122,,,,,,,,,
13.28476865,23.00989427,-7.231312122,,,,,,,,,
14.76085406,20.45323935,-7.231312122,,,,,,,,,
16.23693946,23.00989427,-7.231312122,,,,,,,,,
17.71302487,20.45323935,-7.231312122,,,,,,,,,
19.18911027,23.00989427,-7.231312122,,,,,,,,,
20.66519568,20.45323935,-7.231312122,,,,,,,,,
22.14128109,23.00989427,-7.231312122,,,,,,,,,
23.61736649,20.45323935,-7.231312122,,,,,,,,,
25.0934519,23.00989427,-7.231312122,,,,,,,,,
26.5695373,20.45323935,-7.231312122,,,,,,,,,
28.04562271,23.00989427,-7.231312122,,,,,,,,,
29.52170811,20.45323935,-7.231312122,,,,,,,,,
30.99779352,23.00989427,-7.231312122,,,,,,,,,
0,25.56654919,-7.231312122,,,,,,,,,
1.476085406,28.12320411,-7.231312122,,,,,,,,,
2.952170811,25.56654919,-7.231312122,,,,,,,,,
4.428256217,28.12320411,-7.231312122,,,,,,,,,
5.904341623,25.56654919,-7.231312122,,,,,,,,,
7.380427029,28.12320411,-7.231312122,,,,,,,,,
8.856512434,25.56654919,-7.231312122,,,,,,,,,
10.33259784,28.12320411,-7.231312122,,,,,,,,,
11.80868325,25.56654919,-7.231312122,,,,,,,,,
13.28476865,28.12320411,-7.231312122,,,,,,,,,
14.76085406,25.56654919,-7.231312122,,,,,,,,,
16.23693946,28.12320411,-7.231312122,,,,,,,,,
17.71302487,25.56654919,-7.231312122,,,,,,,,,
19.18911027,28.12320411,-7.231312122,,,,,,,,,
20.66519568,25.56654919,-7.231312122,,,,,,,,,
