Fx,Fy,Fz
0.22823941453421315,0.13740838869732028,-0.13316429233058646
-0.05203335718020589,-0.21045964691396418,-0.2570078280303475
-0.09346618882005911,0.0514099725742408,0.27574693851650733
0.1086825928548028,-0.07192283958814467,-0.12054949001800573
-0.133499865753914,0.031763912096943334,-0.17696840082580867
0.1907391495804364,-0.02665419267911662,-0.4448817671686149
-0.24609549105778644,-0.141531867491194,-0.1659365368637901
0.40035558237509467,0.22699357771880294,0.13950824890879268
-0.033580761990606396,0.314010206011569,-0.558246395089753
-0.004992243329851902,0.05260370498755056,0.0055570781791413285
0.04552862755736191,-0.4183389273331221,-0.2815622281408038
-0.2313523263200875,-0.2285019847539295,0.270644396119851
0.4570341750590654,0.3637309809121823,0.12823534664108704
0.18273240880681815,0.3316525100140389,-0.11145286371355277
-0.12204822670899942,0.006950004833179051,0.183449331659505
-0.49502592393149214,-0.2251723330346049,0.2235898608402551
0.5634029551810558,0.38031700162733756,-0.018492716794024897
0.09971959138560195,-0.04272057645993059,0.061883808877297664
0.1352399361907527,0.2777240238641033,0.3944091553339898
0.045848054150041805,-0.01126728378469943,0.27117555044769803
0.003044176770289191,-0.06400163773513012,0.10156756619007727
-0.29263972435031566,-0.10535478252963762,-0.5958842439295211
-0.1591932257827487,-0.4308628029275721,0.08199307475652318
-0.20970701190293722,-0.11960185089805665,-0.08134890522311666
-0.07749609015245668,0.18461417914516168,-0.12284457480387202
0.0662061338072138,-0.26387644489335177,-0.26411700988284825
-0.30331264656907064,-0.5193068822471457,-0.31723941167932523
0.2772498384083874,-0.06524271129702501,0.18920890724611314
0.1608139175268285,0.05819345230163516,-0.28876205397667326
-0.36021873211129735,0.13616210765472372,-0.14417096871913979
-0.3916055115836121,0.10532454298982556,0.028711612977707232
0.18116141046522646,0.10876405577818414,0.23925570479355665
-0.009132469955279754,0.0685728746878566,0.44040575924474534
-0.39148171385980174,0.4579293050292789,-0.06618489058975581
0.2199775529484737,-0.1825863728928501,0.6706441495512175
-0.09587548399682254,0.24005927126159213,0.11640076616623381
0.11095685745358504,-0.0779670119548764,-0.1243361007506874
-0.13038988299179724,-0.1856218972691461,0.054281187260405046
0.2886492358520517,-0.2860249587916683,-0.02004629600524474
0.13699517018349394,0.17796005900305437,0.04810319831347081
0.15392264210710965,0.03838044991393741,-0.23022867916708278
0.2587826221305808,-0.2011503491497018,-0.07933890060237477
0.1788618649857068,0.1027441629432665,0.27849643602349955
-0.24525967676631397,-0.3170817979988861,-0.01614187826353542
0.6007231991156504,-0.28861415391262474,0.34518282773701436
-0.16410277870012682,0.12576547926027207,-0.3501555734730801
0.11199056194819691,-0.09354459589078999,0.040499913751386826
-0.09748851663138994,0.06474953561137868,0.03910951985793418
-0.7165791264781578,0.06581072183129963,-0.214934296465606
0.309388085330477,-0.14803748483245216,-0.29661637438666355
-0.045377090671642535,-0.08641381467341364,-0.38463166324961645
-0.05780999100940642,-0.6132733761128396,0.330151585347417
-0.11107743135732107,0.25345309197506155,-0.1933180059497464
0.2548974594681363,-0.27602680400939744,0.2920574391665517
0.2077971290711368,0.04219569177219096,0.12861837821855687
-0.038079206366812814,-0.08469779913350316,0.28505172995408834
-0.6308176264482478,0.27276422770316083,-0.06784682220942526
0.03651639366084691,0.15361779394675737,0.2685246021143485
0.1910847720065499,0.5710676458962235,-0.5418112994710335
-0.1069856442540187,0.10412520266671695,-0.09157113809107871
-0.38875774865242557,0.19574844734168853,0.25903724192343974
-0.14395910708631485,0.10397581759438876,0.25308016808343997
0.10490552041692634,-0.13111499490852435,-0.2462737970688667
0.09686105530428622,0.20024024990012348,-0.30032570164035366
0.0750573915795906,-0.51715288240124,0.3043712713728236
-0.26791488713194656,-0.020308471946546475,0.09123867885093888
-0.0280084160546801,0.2955039818760063,-0.12451684134501706
0.1599284402579217,0.46760131307955466,0.12853233659326438
-0.021762949882342415,-0.2182958251489754,0.190169451038687
0.1841406112361823,-0.28384988761063096,0.5175214785797766
-0.13683653095389156,0.31770264883757043,0.0039448135408107435
0.21231137706213876,0.13880396790785776,-0.16020051484012518
0.41534862954300733,-0.029720502014795983,0.3215297872947945
-0.0654741362408677,-0.09088742991063527,-0.005359444397231304
0.1925508684577555,-0.2570639301141212,-0.14607209442363905
0.42905557319837523,0.13692086788990981,-0.6410502543855678
0.3260023870587033,0.41423988933582967,0.10797820786814381
0.1220982162569031,-0.34688888992593914,-0.015596423648142769
-0.07935742595026186,0.0614146087034586,0.032840903276127695
-0.1911058942436083,0.5057896278244072,0.12159209337146755
0.04991522043066839,-0.1259204641866711,0.0524317579172604
-0.10184539133455686,-0.07029056089638275,0.381673333927145
0.08099825040927945,-0.08734991212972426,0.06457034297266606
-0.26648698612880467,0.3721125364743673,-0.3168576303197338
0.055849535193002335,-0.22671618611859368,0.03297895938916324
-0.17588264379866747,-0.13530783106204633,-0.1331315167960208
0.3523129628254126,-0.10078676402267528,0.0999182821373162
-0.023213202878327253,0.1825422776663815,-0.2560673282029788
0.24983504352868408,0.14294669932608933,-0.363491558524336
-0.07774444288478295,-0.08286764143432063,0.17969762453841231
-0.09801917383541121,-0.2610057858121293,0.19393932126693295
-0.032651082369019174,-0.1986170208369395,-0.0065713462147968865
0.17487142561768632,-0.8623645391556525,0.2921452852435729
-0.3591393669680841,-0.23708630146029755,-0.10435591244698147
0.1005063204085464,0.08949811114632916,0.45226732144360315
-0.1448846568631303,-0.04034471826570704,-0.4875207704153747
-0.09060845801261715,0.18152116434732687,-0.045936011250338055
-0.08422446906131367,-0.24223773354312472,-0.07466359101377412
-0.35882195149794294,0.14829326713892635,0.015621159884025909
0.5266564240892454,0.21112771867534996,-0.06020695050621589
-0.20020153814179,-0.03086736248939375,-0.16555818719999424
0.6035132605271335,-0.2109963195067736,0.20475731897082222
0.006121768781037673,0.12837590966486595,-0.10424882597967726
-0.13772352899700094,0.2525543983765768,0.0596368966250022
-0.2575140529622892,-0.0861666958522866,-0.003157848124895555
-0.3031160260899491,0.09910706076145073,-0.2695878626810633
-0.009139508690089742,-0.535484472174446,-0.3886722633307592
-0.33843492790411644,0.0029913785447590728,0.31886815054292367
-0.08633298569938101,-0.09256449233564462,0.09579778707402113
-0.036231182904713125,-0.2123083144373019,0.5105321458321042
-0.2125361903380475,0.012259853869878764,0.1357540119077294
0.3234241369837544,0.031097034519189364,0.049562938147336456
-0.1626856126706361,0.14039103526313376,-0.08798637371603593
0.25744719723318293,0.1222752355357065,-0.18984204659790355
-0.371245160474562,0.30906284161672615,-0.09924835144635329
0.6362924146788583,0.27891235812072246,-0.4213071528559001
0.7926038249520421,0.17329393692078604,0.04484337616502878
0.0854438528888904,0.09978556975772154,-0.12346951537842567
-0.15394620881285842,-0.06842326437614582,0.3010811511476367
-0.028368978008064944,0.42253989174871687,-0.0833009090243528
-0.07478560108631079,-0.08967230493029935,-0.002321603063909407
-0.23562321746081888,-0.013523496733396612,0.25246040841912465
-0.021183330027730703,0.36103583960408275,-0.14258782590835517
-0.139023141097529,-0.15911187696125745,0.38719904197366356
0.03847649424615687,-0.3770619993405336,0.3438649809591896
0.19618241078243015,0.270744303064252,-0.689067302039366
-0.025673678028374575,-0.21501130427042228,0.0073989970261417425
0.17653071660991318,0.043902917038866084,0.14739101996332682
-0.07192997378640809,-0.26273997998884646,-0.006416627767279153
-0.4953986790738835,-0.3059129222016147,-0.4375257895719866
0.08663130327908615,0.3424076866589548,0.08052805158318925
-0.024044925716326045,0.11820556422142042,0.08995083649231508
0.1925051407971649,-0.18526786336455045,0.044121356597932045
-0.09967429367474373,0.1754459733621643,-0.10234090422391287
0.26017391453622957,0.09181510818558633,0.08420143957432094
-0.1288116808817488,0.45532205288637767,0.0476284044712209
-0.48655542006639424,-0.031131839888875332,-0.08506799262535578
0.0431882152302301,-0.20370620390166358,0.40682506054656337
-0.339852644513325,-0.22707679706673822,0.005341527710733448
-0.21310171836245792,-0.24377505326260332,-0.035914554359834684
-0.20785363930837328,-0.011471287444207924,-0.0019521990391654924
0.2772486858808163,-0.07787995244817165,-0.03792744746754843
0.11705140953884047,-0.06331841965828508,-0.005629663804967674
-0.05748731764838796,0.11793013510082395,-0.19108828769057176
-0.4415393137193955,-0.5592472457160738,-0.13569792891058313
0.5558179710538513,0.1206076720664648,-0.04530669934761746
-0.19481638031592252,-0.11848124816480601,-0.10869661665596683
-0.17616261710151582,0.12269702225426676,-0.03260844560498919
-0.011976355088878322,-0.26603758074783596,0.21974487784723976
-0.29917869978231165,-0.03171116830595606,0.09128037815906939
-0.08465620241075922,0.1850472090855452,0.20958852944414508
-0.25177874878233003,0.1168397069088276,-0.03395248579907442
-0.1680521867562602,-0.025767165411158515,-0.10610771607854379
-0.2553198899710881,-0.16729233155740808,0.06325513555576427
0.35637702686882644,0.3644027720051595,0.07228156727793353
0.5224915584299032,-0.11917460494550922,0.2556624385738887
0.46353225303356954,0.16580166113411787,-0.09600572248347396
-0.1817039861849817,0.5805622212046201,-0.0708102221934019
0.32093214284954014,0.20669755886557425,0.057787422525819185
0.31433876178961156,0.19496865620714113,0.2706600873878149
-0.961774793544373,0.06838624314908173,0.03413187562066821
-0.2896361277026405,0.08585028948280529,-0.45682301073577936
-0.11858706429658122,0.0665509974575171,0.24128738517926102
0.27866663276381226,0.2377931165438688,0.05231844954688136
0.08049962107041829,-0.08181991223173575,-0.11470964378220624
0.037327866250243674,-0.07536525718498709,-0.43631583611223757
0.2575089843866084,-0.12916056366502193,-0.08833531402230106
0.08687372490635635,-0.07899931967738684,-0.015995497173717645
-0.006068513627344061,0.07422887248594809,-0.05150398653558281
-0.23143204013872778,0.010015382707033994,-0.07676405600687977
-0.20887585361329872,0.11575885288142648,0.2705129565866017
-0.26184643231635424,-0.1497640458538253,0.07996583615707976
0.3416571182456294,0.2601312414466888,0.1842270987606582
0.17574747533308982,0.27261478713493204,-0.20433587897211578
0.04078269583788162,0.11643353770255006,-0.2155973235134346
0.14128784111296078,-0.32616030863301276,0.08825534392831477
0.11481735923421856,0.18266225200360448,-0.22892823098412407
0.02346290803435803,0.002160096914991623,-0.12279343024391752
0.009538932069682236,-0.2762559724633052,-0.1730729749015295
