A1,α1,AuOcutoff,B1,β1,AuNcutoff,r1_AuN,D,C,zimage,F1,γ1,r1_NO,ϕ,Ea
4.57E+05,3.76E+00,1.00E+01,2.41E+01,1.96E+00,1.00E+01,2.35E+00,3.47E+02,1.24E+00,1.15E+00,4.96E+02,2.49E+00,1.29E+00,5.31E+00,-7.00E-03
